TIME,Operator Controller Unjam Command,shooterCtrl.shooterSpeedErrorAbs,climber.motorCmd,IMU Filtered X Angle,hopper.conv.opMode,Right Intern Moter Current,climber.upperLimitSwitch.stateDbnc,Driver FwdRev Command,Control Panel State Machine Game Data Color Command,Operator Controller Climb Speed Command,IMU Filtered Y Angle,Driver Trench To Loading Align Only Command,Pneumatics Compressor Current,Operator Controller Shoot Command,Control Panel Actual Angle,intakeCtrl.posState,shooterCtrl.underLoad,climber.motor2Current,botDesPoseY,botDesPoseX,Drivetrain Op Mode,botDesPoseT,Left Intern Moter Current,Pneumatics Main System Pressure,hopper.conv.intakeEndSensor.ballsInConveyor,Drivetrain Heading Correction Command,Driver Loading To Trench Command,Left Master Moter Current,Control Panel Desired Angle,Drivetrain Right Motor Output Duty Cycle,Vision Raspberry Pi Duration,Vision Raspberry Pi Visible Target,Operator Controller Eject Desired Command,Control Panel State Machine 3.25 spin,Operator Controller Ctrl Panel Three Rotations Command,hopper.conv.shooterEndSensorTriggeredDbnc,IMU Comp X Angle,Control Panel State Machine Rotate to Color,roboRIO Sys Memory Load,hopper.conv.conveyorPosition,hopper.conv.intakeEndSensor.curBallHeight,Robot Brownout,botActPoseT,intakeCtrl.intkCommand,hopper.conv.motorCurrent,botActPoseX,botActPoseY,climber.motor1Current,hopper.hopperOpMode,Driver Auto Align and Shoot Command,Drivetrain Left Motor output Duty Cycle,Driver Rotate Command,Driver Turn 180 Deg Command,Drivetrain Pose Angle,loopTiming.loopPeriodSec,Robot Battery Voltage,shooterCtrl.shooterHoldCmdVoltage,intakeCtrl.spdState,Drivetrain Left Wheel Actual Speed,Operator Controller Prep to Shoot Command,Robot Battery Current Draw,shooterCtrl.currentStateShooter,roboRIO JVM Memory Load,Drivetrain Left Wheel Desired Speed,Operator Controller Climb Enable Command,Control Panel Motor Current,shooterCtrl.shooterActualSpeed_rpm,Operator Controller Ctrl Panel Seek To Color Command,Driver Snail Mode Command,RIO Input Voltage,roboRIO CPU Load,Match Time,Vision Raspberry Pi Framerate,RIO 3V Supply Voltage,Pneumatics Cutoff Switch State,Operator Controller Shot Speed Increment,Driver Auto Align Close and Shoot Command,IMU Comp Y Angle,Vision Raspberry Pi Stable Target,hopper.conv.intakeEndSensorTriggered,hopper.HopperSparkLeftCmd,climber.climbEnabled,Drivetrain Right Wheel Desired Speed,Dataserver File Logger Queue Length,Vision Raspberry Pi Angle,Operator Controller Intake Desired Command,shooterCtrl.adjustedSetpointRPM,Operator Controller Shot Speed Decrement,Vision Raspberry Pi Vision System Online,climber.climbCMD,hopper.HopperSparkRightCmd,Right Master Moter Current,Robot CAN Bus Utilization,hopper.conv.intakeEndSensor.curConveyorDirection,PDP Cooling Fans Current,RIO 6V Supply Voltage,Drivetrain Right Wheel Actual Speed,Dataserver Stored Samples,PDP Upper Board Current,Drivetrain Desired Heading,Driver Auto Align Only Command,RIO 5V Supply Voltage,climber.lowerLimitSwitch.stateDbnc,hopper.conv.intakeEndSensor.ballHeightIn,Driver Flip Front/Back Command,loopTiming.loopDurationSec,
sec,bool,,,deg,,A,,cmd,color,cmd,deg,bool,A,bool,deg,,,,ft,ft,mode,deg,A,psi,,RPM,bool,A,deg,pct,sec,bool,bool,degrees,bool,,deg,degrees,pct,,,bool,deg,,,ft,ft,,,bool,pct,cmd,bool,deg,,V,,,RPM,bool,A,,pct,RPM,bool,A,,bool,bool,V,pct,s,fps,V,bool,bool,bool,deg,bool,,,bool,RPM,count,deg,bool,,bool,bool,cmd,,A,pct,,A,V,RPM,count,A,deg,bool,V,,,bool,,
743.591616,0.0,,,2.794703242938072,,0.0,,-0.0,-1.0,-0.0,359.3241144373442,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.07742691040039062,1.0,0.0,0.0,0.0,,0.6385119256594349,0.0,,,,,,,,,,,,0.0,0.0,-0.007811769544267086,0.0,1709.7757652188434,,,,,-0.0,0.0,,,,0.0,0.0,,,0.0,1.0,,,,6.492529643045107,,,0.0,0.0,-0.15484732807646212,1.0,,,,0.0,,-11.436891179721014,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,130.7665827371379,0.0,,,,0.0,,
743.611366,,0.0,0.0,,1.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,,17.0,,,,,,,,,,,0.0,,,,-1.8540985373581326E10,0.0,,,0.0,0.0,,,0.0,1.0,,,,,,0.1042410000000018,,7.2166752689518034,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,0.0,,,,,3200.0,,,-0.0,0.25,,,1.0,,,,,,,,,0.0,9.23228346456684,,0.003303999999957341,
743.627109,0.0,,,2.594147803477539,,0.0,,-0.0,-1.0,-0.0,359.9073833924581,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.07742691040039062,1.0,0.0,0.0,0.0,,0.635972964423198,0.0,,,,,,,,,,,,0.0,0.0,-0.007811769544267086,0.0,1709.7873105941915,,,,,-0.0,0.0,,,,0.0,0.0,,,0.0,1.0,,,,6.492529643045107,,,0.0,0.0,-0.1640311784297043,1.0,,,,0.0,,-11.436891179721014,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,130.7665827371379,0.0,,,,0.0,,
743.635066,,0.0,0.0,,1.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,,17.0,,,,,,,,,,,0.0,,,,-1.8540985373581326E10,0.0,,,0.0,0.0,,,0.0,1.0,,,,,,0.03549299999997402,,7.2166752689518034,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,0.0,,,,,3200.0,,,-0.0,0.25,,,1.0,,,,,,,,,0.0,9.212598425196761,,0.020241999999939253,
743.635504,0.0,,,358.5388066615489,,0.0,,-0.0,-1.0,-0.0,357.73228482271156,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.07742691040039062,1.0,0.0,0.0,0.0,,0.6318707607479906,0.0,,,,,,,,,,,,0.0,0.0,-0.007811769544267086,0.0,1709.7920516489658,,,,,-0.0,0.0,,,,0.0,0.0,,,0.0,1.0,,,,6.492529643045107,,,0.0,0.0,-0.15797281195878876,1.0,,,,0.0,,-11.436891179721014,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,130.7665827371379,0.0,,,,0.0,,
743.641992,,0.0,0.0,,1.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,,17.0,,,,,,,,,,,0.0,,,,-1.8540985373581326E10,0.0,,,0.0,0.0,,,0.0,1.0,,,,,,0.008394999999950414,,7.2166752689518034,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,0.0,,,,,3200.0,,,-0.0,0.25,,,1.0,,,,,,,,,0.0,9.173228346456604,,0.008228000000030988,
743.643289,0.0,,,358.2779909334667,,0.0,,-0.0,-1.0,-0.0,1.9547978502497745,0.0,0.0,0.0,,,,,,,0.0,,0.0,116.95296250000001,,0.0,0.0,0.0,,0.0,0.07742691040039062,1.0,0.0,0.0,0.0,,0.6340172971113436,0.0,,,,,,,,,,,,0.0,0.0,-0.007811769544267086,0.0,1709.7946298821523,,,,,-0.0,0.0,,,,0.0,0.0,,,0.0,1.0,,,,6.492529643045107,,1.0,0.0,0.0,-0.15483369849505452,1.0,,,,0.0,,-11.436891179721014,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,130.7665827371379,0.0,,,,0.0,,
743.650776,,0.0,0.0,,1.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,,17.0,,,,,,,,,,,0.0,,,,-1.8540985373581326E10,0.0,,,0.0,0.0,,,0.0,1.0,,,,,,0.007785000000012587,,7.2166752689518034,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,0.0,,,,,3200.0,,,-0.0,0.25,,,1.0,,,,,,,,,0.0,9.133858267716446,,0.007055000000036671,
743.651211,0.0,,,3.6087295952176284,,0.0,,-0.0,-1.0,-0.0,5.62932890400625,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.05281805992126465,1.0,0.0,0.0,0.0,,0.6372245935744737,0.0,,,,,,,,,,,,0.0,0.0,-0.007811769544267086,0.0,1709.7961213695394,,,,,-0.0,0.0,,,,0.0,0.0,,,0.0,1.0,,,,5.361921356516358,,,0.0,0.0,-0.14667823329880436,1.0,,,,0.0,,-11.436891179721014,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,130.7665827371379,0.0,,,,0.0,,
743.65972,,0.0,0.0,,1.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,,17.0,,,,,,,,,,,0.0,,,,-1.8540985373581326E10,0.0,,,0.0,0.0,,,0.0,1.0,,,,,,0.007922000000007756,,7.2166752689518034,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,0.0,,,,,3200.0,,,-0.0,0.25,,,1.0,,,,,,,,,0.0,9.094488188976289,,0.007758999999964544,
743.660325,0.0,,,356.060936985142,,0.0,,-0.0,-1.0,-0.0,355.37020944364076,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.05281805992126465,1.0,0.0,0.0,0.0,,0.6316650271603557,0.0,,,,,,,,,,,,0.0,0.0,-0.007811769544267086,0.0,1709.8004041245822,,,,,-0.0,0.0,,,,0.0,0.0,,,0.0,1.0,,,,5.361921356516358,,,0.0,0.0,-0.1516270513136651,1.0,,,,0.0,,-11.436891179721014,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,130.7665827371379,0.0,,,,0.0,,
743.668281,,0.0,0.0,,1.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,,17.0,,,,,,,,,,,0.0,,,,-1.8540985373581326E10,0.0,,,0.0,0.0,,,0.0,1.0,,,,,,0.009113999999954103,,7.2166752689518034,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,0.0,,,,,3200.0,,,-0.0,0.25,,,1.0,,,,,,,,,0.0,9.094488188976289,,0.008951000000024578,
743.66985,0.0,,,2.774771474358318,,0.0,,-0.0,,-0.0,2.5060646289562327,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.05281805992126465,1.0,0.0,,0.0,,0.63676728039683,,,,,,,,,,,,,0.0,0.0,-0.007811769544267086,0.0,1709.8039055996246,,,,,-0.0,0.0,,,,0.0,0.0,,,0.0,1.0,,,,5.361921356516358,,,0.0,0.0,-0.14423324468811607,1.0,,,,0.0,,-11.436891179721014,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,130.7665827371379,0.0,,,,0.0,,
743.675248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,12.55,,,,,0.0,,,,,,,,,12.3097724609375,,-1.0,,,,,,,,,,,,521.0,,,,,,,,,0.4097274839878082,,0.0,,,0.0,0.0,,,,,,,,
743.66985,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743.679226,,0.0,0.0,,1.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,,17.0,,,,,,,,,,,0.0,,,,-1.8540985373581326E10,0.0,,,0.0,0.0,,,0.0,1.0,,,,,,0.009525000000053296,,7.2166752689518034,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,0.0,,,,,3200.0,,,-0.0,0.25,,,1.0,,,,,,,,,0.0,9.094488188976289,,0.008556000000112363,
743.680484,0.0,,,358.02689652823153,,0.0,,-0.0,-1.0,-0.0,357.53334625683027,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.05281805992126465,1.0,0.0,0.0,0.0,,0.6302961832737995,0.0,,,,,,,,,,,,0.0,0.0,-0.007811769544267086,0.0,1709.8078646291362,,,,,-0.0,0.0,,,,0.0,0.0,,,0.0,1.0,,,,5.361921356516358,,,0.0,0.0,-0.14924853882564287,1.0,,,,0.0,,-11.436891179721014,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,130.7665827371379,0.0,,,,0.0,,
743.700324,,0.0,0.0,,1.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,,17.0,,,,,,,,,,,0.0,,,,-1.8540985373581326E10,0.0,,,0.0,0.0,,,0.0,1.0,,,,,,0.010633999999981825,,7.2166752689518034,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,0.0,,,,,3200.0,,,-0.0,0.25,,,1.0,,,,,,,,,0.0,9.173228346456604,,0.009867999999983113,
743.703528,0.0,,,2.4931480651383215,,0.0,,-0.0,-1.0,-0.0,0.8456533102528898,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.05281805992126465,1.0,0.0,0.0,0.0,,0.6269903477362578,0.0,,,,,,,,,,,,0.0,0.0,-0.007811769544267086,0.0,1709.8159110536903,,,,,-0.0,0.0,,,,0.0,0.0,,,0.0,1.0,,,,5.361921356516358,,,0.0,0.0,-0.1527789525011256,1.0,,,,0.0,,-11.436891179721014,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,130.7665827371379,0.0,,,,0.0,,
743.717904,,0.0,0.0,,1.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,,17.0,,,,,,,,,,,0.0,,,,-1.8540985373581326E10,0.0,,,0.0,0.0,,,0.0,1.0,,,,,,0.023044000000027154,,7.2166752689518034,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,0.0,,,,,3200.0,,,-0.0,0.25,,,1.0,,,,,,,,,0.0,9.271653543306998,,0.020130999999992127,
743.71973,0.0,,,1.078028681924432,,0.0,,-0.0,-1.0,-0.0,2.413302016851763,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.05281805992126465,1.0,0.0,0.0,0.0,,0.6315434726199775,0.0,,,,,,,,,,,,0.0,0.0,-0.007811769544267086,0.0,1709.8241578216514,,,,,-0.0,0.0,,,,0.0,0.0,,,0.0,1.0,,,,5.361921356516358,,,0.0,0.0,-0.1538247615423314,1.0,,,,0.0,,-11.436891179721014,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,130.7665827371379,0.0,,,,0.0,,
743.729987,,0.0,0.0,,1.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,,17.0,,,,,,,,,,,0.0,,,,-1.8540985373581326E10,0.0,,,0.0,0.0,,,0.0,1.0,,,,,,0.016202000000021144,,7.2166752689518034,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,0.0,,,,,3200.0,,,-0.0,0.25,,,1.0,,,,,,,,,0.0,9.291338582677078,,0.0150220000000445,
743.730433,0.0,,,359.1299214716355,,0.0,,-0.0,-1.0,-0.0,357.8533867529608,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.05281805992126465,1.0,0.0,0.0,0.0,,0.632646416308209,0.0,,,,,,,,,,,,0.0,0.0,-0.007811769544267086,0.0,1709.8288315619566,,,,,-0.0,0.0,,,,0.0,0.0,,,0.0,1.0,,,,5.361921356516358,,,0.0,0.0,-0.14429637669650947,1.0,,,,0.0,,-11.436891179721014,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,130.7665827371379,0.0,,,,0.0,,
743.737368,,0.0,0.0,,1.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,,17.0,,,,,,,,,,,0.0,,,,-1.8540985373581326E10,0.0,,,0.0,0.0,,,0.0,1.0,,,,,,0.010702999999921303,,7.2166752689518034,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,0.0,,,,,3200.0,,,-0.0,0.25,,,1.0,,,,,,,,,0.0,9.291338582677078,,0.010537999999996828,
743.738261,0.0,,,1.3334742493266811,,0.0,,-0.0,-1.0,-0.0,3.9555832944904457,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.05281805992126465,1.0,0.0,0.0,0.0,,0.6349459980810497,0.0,,,,,,,,,,,,0.0,0.0,-0.007811769544267086,0.0,1709.8314230167307,,,,,-0.0,0.0,,,,0.0,0.0,,,0.0,1.0,,,,5.361921356516358,,,0.0,0.0,-0.14090972210665773,1.0,,,,0.0,,-11.436891179721014,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,130.7665827371379,0.0,,,,0.0,,
743.745056,,0.0,0.0,,1.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,,17.0,,,,,,,,,,,0.0,,,,-1.8540985373581326E10,0.0,,,0.0,0.0,,,0.0,1.0,,,,,,0.00782800000001771,,7.2166752689518034,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,0.0,,,,,3200.0,,,-0.0,0.25,,,1.0,,,,,,,,,0.0,9.212598425196763,,0.007285000000024411,
743.747478,0.0,,,358.1536957892346,,0.0,,-0.0,-1.0,-0.0,2.154156179299941,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.05281805992126465,1.0,0.0,0.0,0.0,,0.6333568092759165,0.0,,,,,,,,,,,,0.0,0.0,-0.007811769544267086,0.0,1709.8336285243863,,,,,-0.0,0.0,,,,0.0,0.0,,,0.0,1.0,,,,5.361921356516358,,,0.0,0.0,-0.13625951763335512,1.0,,,,0.0,,-11.436891179721014,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,130.7665827371379,0.0,,,,0.0,,
743.753828,,0.0,0.0,,1.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,,17.0,,,,,,,,,,,0.0,,,,-1.8540985373581326E10,0.0,,,0.0,0.0,,,0.0,1.0,,,,,,0.009217000000035114,,7.2166752689518034,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,0.0,,,,,3200.0,,,-0.0,0.25,,,1.0,,,,,,,,,0.0,9.133858267716448,,0.007048000000054344,
743.767786,0.0,,,1.7262818020852202,,0.0,,-0.0,-1.0,-0.0,359.1369569645092,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.049550771713256836,1.0,0.0,0.0,0.0,,0.6346255488880166,0.0,,,,,,,,,,,,0.0,0.0,-0.007811769544267086,0.0,1709.840503534203,,,,,-0.0,0.0,,,,0.0,0.0,,,0.0,1.0,,,,7.720136795179037,,,0.0,0.0,-0.1428456805881925,1.0,,,,0.0,,-11.436891179721014,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,130.7665827371379,0.0,,,,0.0,,
743.774195,,0.0,0.0,,1.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,,17.0,,,,,,,,,,,0.0,,,,-1.8540985373581326E10,0.0,,,0.0,0.0,,,0.0,1.0,,,,,,0.020307999999999993,,7.2166752689518034,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,0.0,,,,,3200.0,,,-0.0,0.25,,,1.0,,,,,,,,,0.0,9.192913385826685,,0.00664700000004359,
743.787187,0.0,,,2.5212222359634926,,0.0,,-0.0,-1.0,-0.0,359.3125992457601,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.049550771713256836,1.0,0.0,0.0,0.0,,0.6313143016661484,0.0,,,,,,,,,,,,0.0,0.0,-0.007811769544267086,0.0,1709.8477691040198,,,,,-0.0,0.0,,,,0.0,0.0,,,0.0,1.0,,,,7.720136795179037,,,0.0,0.0,-0.14973586700825933,1.0,,,,0.0,,-11.436891179721014,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,130.7665827371379,0.0,,,,0.0,,
743.79459,,0.0,0.0,,1.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,,17.0,,,,,,,,,,,0.0,,,,-1.8540985373581326E10,0.0,,,0.0,0.0,,,0.0,1.0,,,,,,0.01940100000001621,,7.2166752689518034,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,0.0,,,,,3200.0,,,-0.0,0.25,,,1.0,,,,,,,,,0.0,9.271653543307,,0.006674999999972897,
743.787187,,,,,,,,,,,,,0.0,,,,,,,,,,,116.82085178571427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743.807188,0.0,,,358.4302745121719,,0.0,,-0.0,-1.0,-0.0,358.75510307392244,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.049550771713256836,1.0,0.0,0.0,0.0,,0.6283188142676144,0.0,,,,,,,,,,,,0.0,0.0,-0.007811769544267086,0.0,1709.8589414485741,,,,,-0.0,0.0,,,,0.0,0.0,,,0.0,1.0,,,,7.720136795179037,,,0.0,0.0,-0.15708440736027451,1.0,,,,0.0,,-11.436891179721014,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,130.7665827371379,0.0,,,,0.0,,
743.812537,,0.0,0.0,,1.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,,17.0,,,,,,,,,,,0.0,,,,-1.8540985373581326E10,0.0,,,0.0,0.0,,,0.0,1.0,,,,,,0.020000999999979285,,7.2166752689518034,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,0.0,,,,,3200.0,,,-0.0,0.25,,,1.0,,,,,,,,,0.0,9.251968503936922,,0.007681999999931577,
743.825821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,12.55,,,,,0.0,,,,,,,,,12.3097724609375,,-1.0,,,,,,,,,,,,225.0,,,,,,,,,0.41557368636131287,,0.0,,,0.0,0.0,,,,,,,,
743.827656,0.0,,,4.003140248037619,,0.0,,-0.0,-1.0,-0.0,0.48888065934730784,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.049550771713256836,1.0,0.0,0.0,0.0,,0.6320717126390764,0.0,,,,,,,,,,,,0.0,0.0,-0.007811769544267086,0.0,1709.8672327131283,,,,,-0.0,0.0,,,,0.0,0.0,,,0.0,1.0,,,,7.720136795179037,,,0.0,0.0,-0.14798265770313923,1.0,,,,0.0,,-11.436891179721014,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,130.7665827371379,0.0,,,,0.0,,
743.835394,,0.0,0.0,,1.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,,17.0,,,,,,,,,,,0.0,,,,-1.8540985373581326E10,0.0,,,0.0,0.0,,,0.0,1.0,,,,,,0.02046800000005078,,7.2166752689518034,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,0.0,,,,,3200.0,,,-0.0,0.25,,,1.0,,,,,,,,,0.0,9.192913385826685,,0.005654000000049564,
743.847194,0.0,,,358.9069714633894,,0.0,,-0.0,-1.0,-0.0,2.4847837089971776,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.049550771713256836,1.0,0.0,0.0,0.0,,0.6230452945042921,0.0,,,,,,,,,,,,0.0,0.0,-0.007811769544267086,0.0,1709.876776088476,,,,,-0.0,0.0,,,,0.0,0.0,,,0.0,1.0,,,,7.720136795179037,,,0.0,0.0,-0.14463700939366173,1.0,,,,0.0,,-11.436891179721014,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,130.7665827371379,0.0,,,,0.0,,
743.853176,,0.0,0.0,,1.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,,17.0,,,,,,,,,,,0.0,,,,-1.8540985373581326E10,0.0,,,0.0,0.0,,,0.0,1.0,,,,,,0.019537999999897693,,7.2166752689518034,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,0.0,,,,,3200.0,,,-0.0,0.25,,,1.0,,,,,,,,,0.0,9.232283464566843,,0.008020999999985179,
743.867194,0.0,,,358.84184042807294,,0.0,,-0.0,-1.0,-0.0,0.916852954535472,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.049550771713256836,1.0,0.0,0.0,0.0,,0.6234355486475853,0.0,,,,,,,,,,,,0.0,0.0,-0.007811769544267086,0.0,1709.8812494853746,,,,,-0.0,0.0,,,,0.0,0.0,,,0.0,1.0,,,,7.720136795179037,,,0.0,0.0,-0.14307471937494312,1.0,,,,0.0,,-11.436891179721014,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,130.7665827371379,0.0,,,,0.0,,
743.872893,,0.0,0.0,,1.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,,17.0,,,,,,,,,,,0.0,,,,-1.8540985373581326E10,0.0,,,0.0,0.0,,,0.0,1.0,,,,,,0.020000000000095497,,7.2166752689518034,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,0.0,,,,,3200.0,,,-0.0,0.25,,,1.0,,,,,,,,,0.0,9.251968503936922,,0.006386000000020431,
743.887324,0.0,,,359.59413838378714,,0.0,,-0.0,-1.0,-0.0,358.5793508655637,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.049550771713256836,1.0,0.0,0.0,0.0,,0.6197749515834307,0.0,,,,,,,,,,,,0.0,0.0,-0.007811769544267086,0.0,1709.8907923807224,,,,,-0.0,0.0,,,,0.0,0.0,,,0.0,1.0,,,,7.720136795179037,,,0.0,0.0,-0.15273265038459422,1.0,,,,0.0,,-11.436891179721014,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,130.7665827371379,0.0,,,,0.0,,
743.894032,,0.0,0.0,,1.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,,17.0,,,,,,,,,,,0.0,,,,-1.8540985373581326E10,0.0,,,0.0,0.0,,,0.0,1.0,,,,,,0.020129999999994652,,7.2166752689518034,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,0.0,,,,,3200.0,,,-0.0,0.25,,,1.0,,,,,,,,,0.0,9.212598425196765,,0.006000999999969281,
743.907278,0.0,,,0.6205343727204142,,0.0,,-0.0,-1.0,-0.0,1.2411415471249057,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.050807952880859375,1.0,0.0,0.0,0.0,,0.6171386512963722,0.0,,,,,,,,,,,,0.0,0.0,-0.007811769544267086,0.0,1709.9013798158016,,,,,-0.0,0.0,,,,0.0,0.0,,,0.0,1.0,,,,6.878016703481231,,,0.0,0.0,-0.14942400152176172,1.0,,,,0.0,,-11.436891179721014,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,130.7665827371379,0.0,,,,0.0,,
743.913032,,0.0,0.0,,1.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,,17.0,,,,,,,,,,,0.0,,,,-1.8540985373581326E10,0.0,,,0.0,0.0,,,0.0,1.0,,,,,,0.019953999999984262,,7.2166752689518034,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,0.0,,,,,3200.0,,,-0.0,0.25,,,1.0,,,,,,,,,0.0,9.232283464566844,,0.007224999999948523,
