TIME,Operator Controller Unjam Command,shooterCtrl.shooterSpeedErrorAbs,climber.motorCmd,IMU Filtered X Angle,hopper.conv.opMode,Right Intern Moter Current,climber.upperLimitSwitch.stateDbnc,Driver FwdRev Command,Control Panel State Machine Game Data Color Command,Operator Controller Climb Speed Command,IMU Filtered Y Angle,Driver Trench To Loading Align Only Command,Pneumatics Compressor Current,Operator Controller Shoot Command,Control Panel Actual Angle,intakeCtrl.posState,shooterCtrl.underLoad,climber.motor2Current,botDesPoseY,botDesPoseX,Drivetrain Op Mode,botDesPoseT,Left Intern Moter Current,Pneumatics Main System Pressure,hopper.conv.intakeEndSensor.ballsInConveyor,Drivetrain Heading Correction Command,Driver Loading To Trench Command,Left Master Moter Current,Control Panel Desired Angle,Drivetrain Right Motor Output Duty Cycle,Vision Raspberry Pi Duration,Vision Raspberry Pi Visible Target,Operator Controller Eject Desired Command,Control Panel State Machine 3.25 spin,Operator Controller Ctrl Panel Three Rotations Command,hopper.conv.shooterEndSensorTriggeredDbnc,IMU Comp X Angle,Control Panel State Machine Rotate to Color,roboRIO Sys Memory Load,hopper.conv.conveyorPosition,hopper.conv.intakeEndSensor.curBallHeight,Robot Brownout,botActPoseT,intakeCtrl.intkCommand,hopper.conv.motorCurrent,botActPoseX,botActPoseY,climber.motor1Current,hopper.hopperOpMode,Driver Auto Align and Shoot Command,Drivetrain Left Motor output Duty Cycle,Driver Rotate Command,Driver Turn 180 Deg Command,Drivetrain Pose Angle,loopTiming.loopPeriodSec,Robot Battery Voltage,shooterCtrl.shooterHoldCmdVoltage,intakeCtrl.spdState,Drivetrain Left Wheel Actual Speed,Operator Controller Prep to Shoot Command,Robot Battery Current Draw,shooterCtrl.currentStateShooter,roboRIO JVM Memory Load,Drivetrain Left Wheel Desired Speed,Operator Controller Climb Enable Command,Control Panel Motor Current,shooterCtrl.shooterActualSpeed_rpm,Operator Controller Ctrl Panel Seek To Color Command,Driver Snail Mode Command,RIO Input Voltage,roboRIO CPU Load,Match Time,Vision Raspberry Pi Framerate,RIO 3V Supply Voltage,Pneumatics Cutoff Switch State,Operator Controller Shot Speed Increment,Driver Auto Align Close and Shoot Command,IMU Comp Y Angle,Vision Raspberry Pi Stable Target,hopper.conv.intakeEndSensorTriggered,hopper.HopperSparkLeftCmd,climber.climbEnabled,Drivetrain Right Wheel Desired Speed,Dataserver File Logger Queue Length,Vision Raspberry Pi Angle,Operator Controller Intake Desired Command,shooterCtrl.adjustedSetpointRPM,Operator Controller Shot Speed Decrement,Vision Raspberry Pi Vision System Online,climber.climbCMD,hopper.HopperSparkRightCmd,Right Master Moter Current,Robot CAN Bus Utilization,hopper.conv.intakeEndSensor.curConveyorDirection,PDP Cooling Fans Current,RIO 6V Supply Voltage,Drivetrain Right Wheel Actual Speed,Dataserver Stored Samples,PDP Upper Board Current,Drivetrain Desired Heading,Driver Auto Align Only Command,RIO 5V Supply Voltage,climber.lowerLimitSwitch.stateDbnc,hopper.conv.intakeEndSensor.ballHeightIn,Driver Flip Front/Back Command,loopTiming.loopDurationSec,
sec,bool,,,deg,,A,,cmd,color,cmd,deg,bool,A,bool,deg,,,,ft,ft,mode,deg,A,psi,,RPM,bool,A,deg,pct,sec,bool,bool,degrees,bool,,deg,degrees,pct,,,bool,deg,,,ft,ft,,,bool,pct,cmd,bool,deg,,V,,,RPM,bool,A,,pct,RPM,bool,A,,bool,bool,V,pct,s,fps,V,bool,bool,bool,deg,bool,,,bool,RPM,count,deg,bool,,bool,bool,cmd,,A,pct,,A,V,RPM,count,A,deg,bool,V,,,bool,,
745.268132,,0.0,0.0,,1.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,,17.0,,,,,,,,,,,0.0,,,,-1.8540985373581326E10,0.0,,,0.0,0.0,,,0.0,1.0,,,,,,0.019517999999948188,,7.2166752689518034,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,1.0,,,,,3200.0,,,-0.0,0.25,,,1.0,,,,,,,,,0.0,9.251968503936926,,0.005801999999903273,
745.278771,0.0,,,3.4690721774959203,,0.0,,-0.0,-1.0,-7.244981825351715E-4,359.0093925613522,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.04990053176879883,1.0,0.0,0.0,0.0,,0.5385392117377963,0.0,,,,,,,,,,,,0.0,0.0,-0.007811769544267086,0.0,1710.4312932813773,,,,,-0.0,0.0,,,,0.0,1.0,,,0.0,1.0,,,,6.536319605044165,,,0.0,0.0,-0.16668826595684014,1.0,,,,0.0,,-11.423284724901134,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,130.7665827371379,0.0,,,,0.0,,
745.285543,,0.0,-7.244981825351715E-4,,1.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,,17.0,,,,,,,,,,,0.0,,,,-1.8540985373581326E10,0.0,,,0.0,0.0,,,0.0,1.0,,,,,,0.03156300000000556,,7.2166752689518034,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,1.0,,,,,3200.0,,,-7.244981825351715E-4,0.25,,,1.0,,,,,,,,,0.0,9.251968503936926,,0.021206000000006497,
745.287201,0.0,,,358.0141176216726,,0.0,,-0.0,-1.0,-7.244981825351715E-4,355.3312546916835,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.04990053176879883,1.0,0.0,0.0,0.0,,0.5366673313397513,0.0,,,,,,,,,,,,0.0,0.0,-0.007811769544267086,0.0,1710.4369446216829,,,,,-0.0,0.0,,,,0.0,1.0,,,0.0,1.0,,,,6.536319605044165,,,0.0,0.0,-0.17499588077096898,1.0,,,,0.0,,-11.423284724901134,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,130.7665827371379,0.0,,,,0.0,,
745.292907,,0.0,-7.244981825351715E-4,,1.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,,17.0,,,,,,,,,,,0.0,,,,-1.8540985373581326E10,0.0,,,0.0,0.0,,,0.0,1.0,,,,,,0.008429999999975735,,7.2166752689518034,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,1.0,,,,,3200.0,,,-7.244981825351715E-4,0.25,,,1.0,,,,,,,,,0.0,9.251968503936926,,0.007189000000039414,
745.287201,,,,,,,,,,,,,0.0,,,,,,,,,,,116.75479642857141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745.307296,0.0,,,1.783327694819798,,0.0,,-0.0,-1.0,-8.726716041564941E-4,357.8343645760623,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.04990053176879883,1.0,0.0,0.0,0.0,,0.5367048294015945,0.0,,,,,,,,,,,,0.0,0.0,-0.007811769544267086,0.0,1710.4463598967618,,,,,-0.0,0.0,,,,0.0,1.0,,,0.0,1.0,,,,6.536319605044165,,,0.0,0.0,-0.17257856345835365,1.0,,,,0.0,,-11.423284724901134,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,130.7665827371379,0.0,,,,0.0,,
745.312957,,0.0,-8.726716041564941E-4,,1.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,,17.0,,,,,,,,,,,0.0,,,,-1.8540985373581326E10,0.0,,,0.0,0.0,,,0.0,1.0,,,,,,0.020094999999969332,,7.2166752689518034,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,1.0,,,,,3200.0,,,-8.726716041564941E-4,0.25,,,1.0,,,,,,,,,0.0,9.232283464566848,,0.005991999999992004,
745.327194,0.0,,,4.788180873308165,,0.0,,-0.0,-1.0,-0.0010424889624118805,0.19722139912910228,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.049811363220214844,1.0,0.0,0.0,0.0,,0.5334824800362543,0.0,,,,,,,,,,,,0.0,0.0,-0.007811769544267086,0.0,1710.4546017865782,,,,,-0.0,0.0,,,,0.0,1.0,,,0.0,1.0,,,,6.478209833067675,,,0.0,0.0,-0.16379131415172948,1.0,,,,0.0,,-11.42461931644225,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,130.7665827371379,0.0,,,,0.0,,
745.332851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745.332914,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
745.332851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
745.332914,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,
745.332851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745.332914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01989800000001196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200.0,,,,,,,,,,,,,,,,,,,,
745.332851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745.332914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745.332851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.27207763671875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745.332914,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745.332851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.0,,,,,,,,,,,,,,,,,,,,,,,
745.332914,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,1.0,,,,,,,,7.2166752689518034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745.332851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4091823995113373,,0.0,,,,0.0,,,,,,,,
745.332914,,,-0.0010424889624118805,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,-1.8540985373581326E10,,,,0.0,,,,0.0,,,,,,,,,,0.0,,,,,,,,,-0.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,-0.0010424889624118805,0.25,,,1.0,,,,,,,,,,9.232283464566848,,0.005952000000092994,
745.347229,0.0,,,359.8655040591954,,0.0,,-0.0,-1.0,-0.0010424889624118805,0.2241601303248476,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.049811363220214844,1.0,0.0,0.0,0.0,,0.5332658483263926,0.0,,,,,,,,,,,,0.0,0.0,-0.007811769544267086,0.0,1710.4588130942702,,,,,-0.0,0.0,,,,0.0,1.0,,,0.0,1.0,,,,6.478209833067675,,,0.0,0.0,-0.15826039569517536,1.0,,,,0.0,,-11.42461931644225,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,130.7665827371379,0.0,,,,0.0,,
745.3526979999999,,0.0,-0.0010424889624118805,,1.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,,17.0,,,,,,,,,,,0.0,,,,-1.8540985373581326E10,0.0,,,0.0,0.0,,,0.0,1.0,,,,,,0.02003500000000713,,7.2166752689518034,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,1.0,,,,,3200.0,,,-0.0010424889624118805,0.25,,,1.0,,,,,,,,,0.0,9.192913385826689,,0.00606300000004012,
745.367266,0.0,,,359.24356342971515,,0.0,,-0.0,-1.0,-0.0010424889624118805,359.24356342971515,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.049811363220214844,1.0,0.0,0.0,0.0,,0.5325059596964081,0.0,,,,,,,,,,,,0.0,0.0,-0.007811769544267086,0.0,1710.467837544087,,,,,-0.0,0.0,,,,0.0,1.0,,,0.0,1.0,,,,6.478209833067675,,,0.0,0.0,-0.16486592131104985,1.0,,,,0.0,,-11.42461931644225,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,130.7665827371379,0.0,,,,0.0,,
745.37969,,0.0,-0.0010424889624118805,,1.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,,17.0,,,,,,,,,,,0.0,,,,-1.8540985373581326E10,0.0,,,0.0,0.0,,,0.0,1.0,,,,,,0.02003700000000208,,7.2166752689518034,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,1.0,,,,,3200.0,,,-0.0010424889624118805,0.25,,,1.0,,,,,,,,,0.0,9.173228346456611,,0.005831000000057429,
745.388469,0.0,,,357.86252878973823,,0.0,,-0.0,-1.0,-0.0022897720336914062,0.7454775558382186,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.049811363220214844,1.0,0.0,0.0,0.0,,0.529417625350644,0.0,,,,,,,,,,,,0.0,0.0,-0.007811769544267086,0.0,1710.473588419166,,,,,-0.0,0.0,,,,0.0,1.0,,,0.0,1.0,,,,6.478209833067675,,,0.0,0.0,-0.15680352569614095,1.0,,,,0.0,,-11.42461931644225,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,130.7665827371379,0.0,,,,0.0,,
745.396126,,0.0,-0.0022897720336914062,,1.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,,17.0,,,,,,,,,,,0.0,,,,-1.8540985373581326E10,0.0,,,0.0,0.0,,,0.0,1.0,,,,,,0.02120300000001407,,7.2166752689518034,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,1.0,,,,,3200.0,,,-0.0022897720336914062,0.25,,,1.0,,,,,,,,,0.0,9.21259842519677,,0.012745999999992819,
745.407239,0.0,,,5.050333378424962,,0.0,,-0.0,-1.0,-0.0022897720336914062,1.8303612327472858,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.049811363220214844,1.0,0.0,0.0,0.0,,0.5400983485484413,0.0,,,,,,,,,,,,0.0,0.0,-0.007811769544267086,0.0,1710.4843028892515,,,,,-0.0,0.0,,,,0.0,1.0,,,0.0,1.0,,,,6.478209833067675,,,0.0,0.0,-0.16223433990162786,1.0,,,,0.0,,-11.42461931644225,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,130.7665827371379,0.0,,,,0.0,,
745.413674,,0.0,-0.0022897720336914062,,1.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,,17.0,,,,,,,,,,,0.0,,,,-1.8540985373581326E10,0.0,,,0.0,0.0,,,0.0,1.0,,,,,,0.018770000000017717,,7.2166752689518034,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,1.0,,,,,3200.0,,,-0.0022897720336914062,0.25,,,1.0,,,,,,,,,0.0,9.21259842519677,,0.008094000000028245,
745.427204,0.0,,,357.6501669305074,,0.0,,-0.0,-1.0,-0.0030174851417541504,358.77192841216646,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.049811363220214844,1.0,0.0,0.0,0.0,,0.5311340326378525,0.0,,,,,,,,,,,,0.0,0.0,-0.007811769544267086,0.0,1710.4943044043307,,,,,-0.0,0.0,,,,0.0,1.0,,,0.0,1.0,,,,6.478209833067675,,,0.0,0.0,-0.16813993136616717,1.0,,,,0.0,,-11.42461931644225,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,130.7665827371379,0.0,,,,0.0,,
745.433377,,0.0,-0.0030174851417541504,,1.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,,17.0,,,,,,,,,,,0.0,,,,-1.8540985373581326E10,0.0,,,0.0,0.0,,,0.0,1.0,,,,,,0.01996499999995649,,7.2166752689518034,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,1.0,,,,,3200.0,,,-0.0030174851417541504,0.25,,,1.0,,,,,,,,,0.0,9.251968503936927,,0.006725999999957821,
745.44722,0.0,,,4.450174187763016,,0.0,,-0.0,-1.0,-0.0049782395362854,3.000881001250763,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.049811363220214844,1.0,0.0,0.0,0.0,,0.5309139250012825,0.0,,,,,,,,,,,,0.0,0.0,-0.007811769544267086,0.0,1710.5003222067605,,,,,-0.0,0.0,,,,0.0,1.0,,,0.0,1.0,,,,6.478209833067675,,,0.0,0.0,-0.16409154228497622,1.0,,,,0.0,,-11.42461931644225,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,130.7665827371379,0.0,,,,0.0,,
745.453178,,0.0,-0.0049782395362854,,1.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,,17.0,,,,,,,,,,,0.0,,,,-1.8540985373581326E10,0.0,,,0.0,0.0,,,0.0,1.0,,,,,,0.0200160000000551,,7.2166752689518034,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,1.0,,,,,3200.0,,,-0.0049782395362854,0.25,,,1.0,,,,,,,,,0.0,9.271653543307007,,0.0064429999999902066,
745.44722,,,,,,,,,,,,,0.0,,,,,,,,,,,117.01901785714284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745.467197,0.0,,,0.656148934153522,,0.0,,-0.0,-1.0,-0.008618239313364029,359.14194568551414,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.04989504814147949,1.0,0.0,0.0,0.0,,0.5306923554231171,0.0,,,,,,,,,,,,0.0,0.0,-0.007811769544267086,0.0,1710.5066101765772,,,,,-0.0,0.0,,,,0.0,1.0,,,0.0,1.0,,,,6.548555565790727,,,0.0,0.0,-0.15653729827510893,1.0,,,,0.0,,-11.428876694877772,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,130.7665827371379,0.0,,,,0.0,,
745.472968,,0.0,-0.008618239313364029,,1.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,,17.0,,,,,,,,,,,0.0,,,,-1.8540985373581326E10,0.0,,,0.0,0.0,,,0.0,1.0,,,,,,0.01997700000003988,,7.2166752689518034,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,1.0,,,,,3200.0,,,-0.008618239313364029,0.25,,,1.0,,,,,,,,,0.0,9.271653543307007,,0.006246000000032836,
745.483364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,12.55,,,,,0.0,,,,,,,,,12.278360107421875,,-1.0,,,,,,,,,,,,353.0,,,,,,,,,0.40153220295906067,,0.0,,,0.0,0.0,,,,,,,,
745.487531,0.0,,,359.9510881338769,,0.0,,-0.0,-1.0,-0.0095367431640625,358.4835577625819,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.04989504814147949,1.0,0.0,0.0,0.0,,0.5288644494470401,0.0,,,,,,,,,,,,0.0,0.0,-0.007811769544267086,0.0,1710.5168060411315,,,,,-0.0,0.0,,,,0.0,1.0,,,0.0,1.0,,,,6.548555565790727,,,0.0,0.0,-0.17327468998799192,1.0,,,,0.0,,-11.428876694877772,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,130.7665827371379,0.0,,,,0.0,,
745.493012,,0.0,-0.0095367431640625,,1.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,,17.0,,,,,,,,,,,0.0,,,,-1.8540985373581326E10,0.0,,,0.0,0.0,,,0.0,1.0,,,,,,0.02033399999993435,,7.2166752689518034,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,1.0,,,,,3200.0,,,-0.0095367431640625,0.25,,,1.0,,,,,,,,,0.0,9.232283464566848,,0.006056999999941581,
745.507225,0.0,,,0.23211994735151686,,0.0,,-0.0,-1.0,-0.0095367431640625,1.5089499572886809,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.04989504814147949,1.0,0.0,0.0,0.0,,0.5297233372056903,0.0,,,,,,,,,,,,0.0,0.0,-0.007811769544267086,0.0,1710.5275877709482,,,,,-0.0,0.0,,,,0.0,1.0,,,0.0,1.0,,,,6.548555565790727,,,0.0,0.0,-0.1677641477912328,1.0,,,,0.0,,-11.428876694877772,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,130.7665827371379,0.0,,,,0.0,,
745.512657,,0.0,-0.0095367431640625,,1.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,,17.0,,,,,,,,,,,0.0,,,,-1.8540985373581326E10,0.0,,,0.0,0.0,,,0.0,1.0,,,,,,0.019693999999958578,,7.2166752689518034,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,1.0,,,,,3200.0,,,-0.0095367431640625,0.25,,,1.0,,,,,,,,,0.0,9.21259842519677,,0.005770999999981541,
745.52721,0.0,,,3.111137179360505,,0.0,,-0.0,-1.0,-0.01273602619767189,6.330808943045519,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.04989504814147949,1.0,0.0,0.0,0.0,,0.535284387982886,0.0,,,,,,,,,,,,0.0,0.0,-0.007811769544267086,0.0,1710.5329479260276,,,,,-0.0,0.0,,,,0.0,1.0,,,0.0,1.0,,,,6.548555565790727,,,0.0,0.0,-0.15016624636790016,1.0,,,,0.0,,-11.428876694877772,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,130.7665827371379,0.0,,,,0.0,,
745.533003,,0.0,-0.01273602619767189,,1.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,,17.0,,,,,,,,,,,0.0,,,,-1.8540985373581326E10,0.0,,,0.0,0.0,,,0.0,1.0,,,,,,0.01998500000001968,,7.2166752689518034,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,1.0,,,,,3200.0,,,-0.01273602619767189,0.25,,,1.0,,,,,,,,,0.0,9.23228346456685,,0.00572700000009263,
745.547305,0.0,,,2.786859290034507,,0.0,,-0.0,-1.0,-0.01817822828888893,2.477003106623928,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.04989504814147949,1.0,0.0,0.0,0.0,,0.5445508542330758,0.0,,,,,,,,,,,,0.0,0.0,-0.007811769544267086,0.0,1710.5398713863694,,,,,-0.0,0.0,,,,0.0,1.0,,,0.0,1.0,,,,6.548555565790727,,,0.0,0.0,-0.14601756517559453,1.0,,,,0.0,,-11.428876694877772,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,130.7665827371379,0.0,,,,0.0,,
745.553247,,0.0,-0.01817822828888893,,1.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,,17.0,,,,,,,,,,,0.0,,,,-1.8540985373581326E10,0.0,,,0.0,0.0,,,0.0,1.0,,,,,,0.02009500000008302,,7.2166752689518034,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,1.0,,,,,3200.0,,,-0.01817822828888893,0.25,,,1.0,,,,,,,,,0.0,9.271653543307007,,0.006062000000042644,
745.567312,0.0,,,359.50673266938276,,0.0,,-0.0,-1.0,-0.02520233765244484,1.5347737964389874,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.04989504814147949,1.0,0.0,0.0,0.0,,0.5394025463994817,0.0,,,,,,,,,,,,0.0,0.0,-0.007811769544267086,0.0,1710.5448642940619,,,,,-0.0,0.0,,,,0.0,1.0,,,0.0,1.0,,,,6.548555565790727,,,0.0,0.0,-0.15695927094467357,1.0,,,,0.0,,-11.428876694877772,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,130.7665827371379,0.0,,,,0.0,,
745.573692,,0.0,-0.02520233765244484,,1.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,,17.0,,,,,,,,,,,0.0,,,,-1.8540985373581326E10,0.0,,,0.0,0.0,,,0.0,1.0,,,,,,0.020006999999964137,,7.2166752689518034,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,1.0,,,,,3200.0,,,-0.02520233765244484,0.25,,,1.0,,,,,,,,,0.0,9.330708661417244,,0.00622699999996712,
745.587246,0.0,,,359.0036719410662,,0.0,,-0.0,-1.0,-0.04215723276138306,0.3622852377884282,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.04989504814147949,1.0,0.0,0.0,0.0,,0.5370526526864923,0.0,,,,,,,,,,,,0.0,0.0,-0.007811769544267086,0.0,1710.555061169141,,,,,-0.0,0.0,,,,0.0,1.0,,,0.0,1.0,,,,6.548555565790727,,,0.0,0.0,-0.1610485963929651,1.0,,,,0.0,,-11.428876694877772,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,130.7665827371379,0.0,,,,0.0,,
745.592776,,0.0,-0.04215723276138306,,1.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,,17.0,,,,,,,,,,,0.0,,,,-1.8540985373581326E10,0.0,,,0.0,0.0,,,0.0,1.0,,,,,,0.019934000000034757,,7.2166752689518034,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,1.0,,,,,3200.0,,,-0.04215723276138306,0.25,,,1.0,,,,,,,,,0.0,9.23228346456685,,0.006663000000003194,
745.587246,,,,,,,,,,,,,0.0,,,,,,,,,,,116.95296250000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745.607224,0.0,,,2.2077584669751715,,0.0,,-0.0,-1.0,-0.04215723276138306,0.31531761645222695,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.04989504814147949,1.0,0.0,0.0,0.0,,0.5417594713830871,0.0,,,,,,,,,,,,0.0,0.0,-0.007811769544267086,0.0,1710.5652574042201,,,,,-0.0,0.0,,,,0.0,1.0,,,0.0,1.0,,,,6.548555565790727,,,0.0,0.0,-0.16502195296807348,1.0,,,,0.0,,-11.428876694877772,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,130.7665827371379,0.0,,,,0.0,,
