TIME,Operator Controller Unjam Command,Ball Counter Ball Count,IMU Filtered X Angle,Shooter Desired Speed,Right Intern Moter Current,Driver FwdRev Command,Control Panel State Machine Game Data Color Command,Operator Controller Climb Speed Command,IMU Filtered Y Angle,Hopper Motor Left Cmd,Hopper Motor Right Current,Pneumatics Compressor Current,Shots Taken,Climber Input Command,Operator Controller Shoot Command,Climber Motor 2 Current,botDesPoseY,botDesPoseX,Drivetrain Op Mode,botDesPoseT,Left Intern Moter Current,Intake Motor Current,Pneumatics Main System Pressure,Drivetrain Heading Correction Command,Shooter Wheel Current Control Mode,Shooter Input Mode Command,Left Master Moter Current,Drivetrain Right Motor Output Duty Cycle,Vision Raspberry Pi Duration,Conveyor Motor Speed Command,Vision Raspberry Pi Visible Target,Operator Controller Eject Desired Command,Hopper Motor Right Cmd,Control Panel State Machine 3.25 spin,Conveyor Intake End Ball Present,Intake Speed State,Ball Distance Sensor Raw Voltage,Operator Controller Ctrl Panel Three Rotations Command,Main Loop Call Period,IMU Comp X Angle,Shooter Motor 1 Current,Control Panel State Machine Rotate to Color,roboRIO Sys Memory Load,Operator Controller Photon Cannon Command,Ball Counter Sensor Distance,Robot Brownout,botActPoseT,botActPoseX,botActPoseY,Climber Motor 1 Current,Driver Auto Align and Shoot Command,Shooter Motor 1 Percent,Drivetrain Left Motor output Duty Cycle,Intake Fault,Driver Rotate Command,Climber Upper Limit Switch,Drivetrain Pose Angle,Intake Motor Speed,Robot Battery Voltage,Drivetrain Left Wheel Actual Speed,Robot Battery Current Draw,Operator Controller Prep to Shoot Command,roboRIO JVM Memory Load,Climber Lower Limit Switch,Color Sensor Blue Intensity,Drivetrain Left Wheel Desired Speed,Operator Controller Climb Enable Command,Ball Counter Ball Height State,Operator Controller Ctrl Panel Seek To Color Command,Conveyor Position,Driver Snail Mode Command,Shooter Actual Speed,RIO Input Voltage,Main Loop Process Duration,Ball Distance Sensor Available,roboRIO CPU Load,Intake Speed Command,Vision Raspberry Pi Framerate,RIO 3V Supply Voltage,Ball Distance Sensor Distance,Pneumatics Cutoff Switch State,Intake Solenoid Command,Operator Controller Shot Speed Increment,Driver Auto Align Close and Shoot Command,IMU Comp Y Angle,Vision Raspberry Pi Stable Target,Conveyor Motor Current,Color Sensor Match Color,Color Sensor Red Intensity,Dataserver File Logger Queue Length,Drivetrain Right Wheel Desired Speed,Vision Raspberry Pi Angle,Operator Controller Intake Desired Command,Shooter Motor 2 Current,Operator Controller Shot Speed Decrement,Color Sensor Green Intensity,Vision Raspberry Pi Vision System Online,Robot CAN Bus Utilization,Right Master Moter Current,Climber Motor Command,PDP Cooling Fans Current,RIO 6V Supply Voltage,Dataserver Stored Samples,Shooter Under Load,Drivetrain Right Wheel Actual Speed,Conveyor Shooter End Ball Present,PDP Upper Board Current,Drivetrain Desired Heading,Driver Auto Align Only Command,RIO 5V Supply Voltage,Intake Position State,Hopper Motor Left Current,Driver Flip Front/Back Command,
sec,bool,count,deg,RPM,A,cmd,color,cmd,deg,cmd,A,A,balls,cmd,bool,A,ft,ft,mode,deg,A,A,psi,RPM,state,state,A,pct,sec,pct,bool,bool,cmd,degrees,bool,state,V,bool,sec,deg,A,degrees,pct,bool,in,bool,deg,ft,ft,A,bool,pct,pct,bits,cmd,state,deg,RPM,V,RPM,A,bool,pct,state,sat,RPM,bool,heightState,bool,feet,bool,RPM,V,sec,bool,pct,cmd,fps,V,in,bool,bool,bool,bool,deg,bool,A,color,sat,count,RPM,deg,bool,A,bool,sat,bool,pct,A,cmd,A,V,count,bool,RPM,bool,A,deg,bool,V,state,A,bool,
31.645897,0.0,0.0,3.151252846830029,0.0,0.0,0.0,,0.0,358.8660467280486,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,3.0,0.0,0.0,0.046851158142089844,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.016561000000002934,0.4524262285504962,0.0,,,0.0,9.094488188976346,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2657467576922479,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,,0.014245999999999981,1.0,,0.0,6.49820282095139,,9.094488188976346,,0.0,0.0,0.0,-0.04873857309876409,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
31.661804,0.0,0.0,2.40459444621695,0.0,0.0,0.0,,0.0,358.6503235865296,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,3.0,0.0,0.0,0.046851158142089844,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.01590699999999856,0.44610109860567065,0.0,,,0.0,9.074803149606268,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2667947743589143,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,,0.0043439999999996814,1.0,,0.0,6.49820282095139,,9.074803149606268,,0.0,0.0,0.0,-0.046493219481902874,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
31.667554,0.0,0.0,359.1203279116684,0.0,0.0,0.0,,0.0,0.5497818411832619,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,3.0,0.0,0.0,0.046851158142089844,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.005749999999999034,0.44927556023469745,0.0,,,0.0,9.05511811023619,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2678989966666065,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,,0.018505000000001104,1.0,,0.0,6.49820282095139,,9.05511811023619,,0.0,0.0,0.0,-0.05137690170273936,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
31.687823,0.0,0.0,358.60589306969405,0.0,0.0,0.0,,0.0,1.7427303193138037,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,3.0,0.0,0.0,0.046851158142089844,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.020269000000002535,0.4388829308782509,0.0,,,0.0,9.035433070866112,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2664373156409654,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,,0.012109999999999843,1.0,,0.0,6.49820282095139,,9.035433070866112,,0.0,0.0,0.0,-0.041280682256366864,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
31.704366,0.0,0.0,359.1366198433419,0.0,0.0,0.0,,0.0,1.535023448207983,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,3.0,0.0,0.0,0.04870200157165527,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.016542999999998642,0.43636611925462837,0.0,,,0.0,9.05511811023619,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2655379207691704,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,,0.009968999999998118,1.0,,0.0,6.596311114466168,,9.05511811023619,,0.0,0.0,0.0,-0.045307937334477,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
31.71611,0.0,0.0,359.6333852490611,0.0,0.0,0.0,,0.0,1.1457393796662383,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,3.0,0.0,0.0,0.04870200157165527,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.011744000000000199,0.4342664647020132,0.0,,,0.0,9.094488188976348,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2651268507691704,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,,0.011383999999999617,1.0,,0.0,6.596311114466168,,9.094488188976348,,0.0,0.0,0.0,-0.04995590099876637,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
31.729673,0.0,0.0,357.4992170034627,0.0,0.0,0.0,,0.0,1.918954920968263,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,3.0,0.0,0.0,0.04870200157165527,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.013562999999997771,0.43776983381983436,0.0,,,0.0,9.05511811023619,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2660106220512217,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,,0.009089000000003011,1.0,,0.0,6.596311114466168,,9.05511811023619,,0.0,0.0,0.0,-0.056461654942930185,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
31.741927,0.0,0.0,357.1776478300114,0.0,0.0,0.0,,0.0,2.4765275087174063,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,3.0,0.0,0.0,0.04870200157165527,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.012254000000002208,0.4326868407153463,0.0,,,0.0,9.015748031496033,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2690176623076324,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,,0.009291999999998524,1.0,,0.0,6.596311114466168,,9.015748031496033,,0.0,0.0,0.0,-0.05441647509949787,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
31.755072,0.0,0.0,2.3444154437464326,0.0,0.0,0.0,,0.0,358.3193262751332,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,3.0,0.0,0.0,0.04870200157165527,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.013144999999997964,0.4353952685118993,0.0,,,0.0,9.015748031496033,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26989552999994,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,,0.004464000000002244,1.0,,0.0,6.596311114466168,,9.015748031496033,,0.0,0.0,0.0,-0.0626167618078942,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
31.775027,0.0,0.0,356.94632162156813,0.0,0.0,0.0,,0.0,2.827288755892934,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,3.0,0.0,0.0,0.04870200157165527,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.019955000000003054,0.4200853468323504,0.0,,,0.0,9.05511811023619,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2705885174358373,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,,0.0035999999999987153,1.0,,0.0,6.596311114466168,,9.05511811023619,,0.0,0.0,0.0,-0.04915683145978058,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
