TIME,Shooter Actual RPM,Right Intern Moter Current,Drivetrain Left Wheel Actual Speed,Battery Voltage,Distance Sensor Raw Voltage,Hopper Spark Left Current,roboRIO JVM Memory Load,Climber Lower Limit Switch,Color Sensor Blue Intensity,Shooter Desired RPM,Driver FwdRev Command,Drivetrain Left Wheel Desired Speed,Rotate to Color,Color Needed,Shooter State Command,Raspberry Pi Duration,Right Climber Current,Pneumatics Compressor Current,Hopper Spark Left Cmd,Raspberry Pi Angle,Climber Input Command,Raspberry Pi Stable Target,Hopper Spark Right Cmd,Driver Snail Mode Command,Main Loop Process Duration,Left Climber Current,botDesPoseY,roboRIO CPU Load,botDesPoseX,Distance Sensor Available,botDesPoseT,Left Intern Moter Current,Intake Motor Current,Pneumatics Main System Pressure,Drivetrain Heading Correction Command,Left Master Moter Current,Pneumatics Cutoff Switch State,Drivetrain Right Motor Output Duty Cycle,Raspberry Pi Framerate,Color Sensor Match Color,Color Sensor Red Intensity,Panel 3.25 spin,Hopper Spark Right Current,Dataserver File Logger Queue Length,Drivetrain Right Wheel Desired Speed,Driver Auto Align Command,DT_Pose_Angle,Intake Speed State,Main Loop Call Period,Shooter Motor 1 Current,Shooter Motor 2 Current,Color Sensor Green Intensity,roboRIO Sys Memory Load,Robot CAN Bus Utilization,Right Master Moter Current,Distance Sensor Distance,Climber Motor Command,Photon Cannon State,Robot Brownout,Dataserver Stored Samples,Shooter Under Load,Drivetrain Right Wheel Actual Speed,botActPoseT,Drivetrain Desired Heading,Raspberry Pi Visible Target,botActPoseX,botActPoseY,Intake Position State,Battery Current Draw,Drivetrain Left Motor output Duty Cycle,Shooter Control Mode,Driver Rotate Command,Climber Upper Limit Switch,
sec,RPM,Amps,RPM,V,V,Amp,Pct,boolean,intensity,RPM,cmd,RPM,degrees,Color,state,sec,Amp,A,Cmd,deg,cmd,boolean,Cmd,bool,sec,Amp,ft,Pct,ft,bool,deg,Amps,A,psi,RPM,Amps,bool,pct,fps,color,intensity,degrees,Amp,count,RPM,bool,deg,state,sec,A,A,intensity,Pct,pct,Amps,in,cmd,bool,bool,count,boolean,RPM,deg,deg,boolean,ft,ft,state,A,pct,state,cmd,boolean,
76.279244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
76.278648,,0.0,-0.0,12.65,,,,-1.0,0.19091796875,,,0.0,0.0,-1.0,,0.050917625427246094,,0.0,,-9.839589027995606,0.0,1.0,,,0.009324999999989814,0.0,,,,,,0.0,,-9.182740237500001,0.0,0.0,0.0,0.0,6.571044068550731,-1.0,0.345458984375,0.0,,221.0,0.0,,0.24436964315019039,,,,,0.463623046875,,0.33749160170555115,0.0,,0.0,,0.0,93.0,,0.0,,0.0,1.0,,,,0.0,0.0,,,-1.0,
76.299112,,,,,,,,,,,-0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.020463999999989824,,,,,,,,,,,,,,,,,,,,,,,0.0,,
76.299851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
76.299112,,0.0,-0.0,12.6,,,,-1.0,0.19091796875,,,0.0,0.0,-1.0,,0.050917625427246094,,0.0,,-9.839589027995606,0.0,1.0,,,0.013581999999999539,0.0,,,,,,0.0,,-9.182740237500001,0.0,0.0,0.0,0.0,6.571044068550731,-1.0,0.345458984375,0.0,,15.0,0.0,,0.24508190144078876,,,,,0.463623046875,,0.32904529571533203,0.0,,0.0,,0.0,93.0,,0.0,,0.0,1.0,,,,0.0,0.0,,,-1.0,
76.318772,,,,,,,,,,,-0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.019660000000001787,,,,,,,,,,,,,,,,,,,,,,,0.0,,
76.319013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
76.318772,,0.0,-0.0,12.6,,,,-1.0,0.19091796875,,,0.0,0.0,-1.0,,0.050917625427246094,,0.0,,-9.839589027995606,0.0,1.0,,,0.008442000000002281,0.0,,,,,,0.0,,-9.182740237500001,0.0,0.0,0.0,0.0,6.571044068550731,-1.0,0.345458984375,0.0,,43.0,0.0,,0.24455612371185104,,,,,0.463623046875,,0.39571714401245117,0.0,,0.0,,0.0,93.0,,0.0,,0.0,1.0,,,,0.0,0.0,,,-1.0,
76.338596,,,,,,,,,,,-0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.019823999999999842,,,,,,,,,,,,,,,,,,,,,,,0.0,,
76.338846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
76.338596,,0.0,-0.0,12.6,,,,-1.0,0.19091796875,,,0.0,0.0,-1.0,,0.050917625427246094,,0.0,,-9.839589027995606,0.0,1.0,,,0.005216000000004328,0.0,,,,,,0.0,,-9.136963875,0.0,0.0,0.0,0.0,6.571044068550731,-1.0,0.345458984375,0.0,,89.0,0.0,,0.2455061661294335,,,,,0.463623046875,,0.2724096477031708,0.0,,0.0,,0.0,93.0,,0.0,,0.0,1.0,,,,0.0,0.0,,,-1.0,
76.358554,,,,,,,,,,,-0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.019958000000002585,,,,,,,,,,,,,,,,,,,,,,,0.0,,
76.358803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
76.358554,,0.0,-0.0,12.6,,,,-1.0,0.19091796875,,,0.0,0.0,-1.0,,0.051921844482421875,,0.0,,-9.847630946786246,0.0,1.0,,,0.00604300000000535,0.0,,,,,,0.0,,-9.182740237500001,0.0,0.0,0.0,0.0,6.575710827658,-1.0,0.345458984375,0.0,,135.0,0.0,,0.24630972854701597,,,,,0.463623046875,,0.36625415086746216,0.0,,0.0,,0.0,93.0,,0.0,,0.0,1.0,,,,0.0,0.0,,,-1.0,
76.378688,,,,,,,,,,,-0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.020133999999998764,,,,,,,,,,,,,,,,,,,,,,,0.0,,
76.37893399999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
76.378688,,0.0,-0.0,12.6,,,,-1.0,0.19091796875,,,0.0,0.0,-1.0,,0.051921844482421875,,0.0,,-9.847630946786246,0.0,1.0,,,0.00514599999999632,0.0,,,,,,0.0,,-9.274292962499999,0.0,0.0,0.0,0.0,6.575710827658,-1.0,0.345458984375,0.0,,181.0,0.0,,0.24657084141636887,,,,,0.463623046875,,0.3207811713218689,0.0,,0.0,,0.0,93.0,,0.0,,0.0,1.0,,,,0.0,0.0,,,-1.0,
76.398618,,,,,,,,,,,-0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.019930000000002224,,,,,,,,,,,,,,,,,,,,,,,0.0,,
76.398865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
76.398618,,0.0,-0.0,12.55,,,,-1.0,0.19091796875,,,0.0,0.0,-1.0,,0.051921844482421875,,0.0,,-9.847630946786246,0.0,1.0,,,0.005455999999995242,0.0,,,,,,0.0,,-9.182740237500001,0.0,0.0,0.0,0.0,6.575710827658,-1.0,0.345458984375,0.0,,227.0,0.0,,0.24673920278389025,,,,,0.463623046875,,0.34751248359680176,0.0,,0.0,,0.0,93.0,,0.0,,0.0,1.0,,,,0.0,0.0,,,-1.0,
76.418593,,,,,,,,,,,-0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.019975000000002296,,,,,,,,,,,,,,,,,,,,,,,0.0,,
76.418841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
76.418593,,0.0,-0.0,12.6,,,,-1.0,0.19091796875,,,0.0,0.0,-1.0,,0.051921844482421875,,0.0,,-9.847630946786246,0.0,1.0,,,0.013783000000003653,0.0,,,,,,0.0,,-9.182740237500001,0.0,0.0,0.0,0.0,6.575710827658,-1.0,0.345458984375,0.0,,59.0,0.0,,0.24509972625153376,,,,,0.463623046875,,0.30918729305267334,0.0,,0.0,,0.0,93.0,,0.0,,0.0,1.0,,,,0.0,0.0,,,-1.0,
76.438587,,,,,,,,,,,-0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.01999399999999696,,,,,,,,,,,,,,,,,,,,,,,0.0,,
76.43881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
76.438587,,0.0,-0.0,12.6,,,,-1.0,0.19091796875,,,0.0,0.0,-1.0,,0.051921844482421875,,0.0,,-9.847630946786246,0.0,1.0,,,0.0052579999999977645,0.0,,,,,,0.0,,-9.274292962499999,0.0,0.0,0.0,0.0,6.575710827658,-1.0,0.345458984375,0.0,,43.0,0.0,,0.2472740981685058,,,,,0.463623046875,,0.3317936062812805,0.0,,0.0,,0.0,93.0,,0.0,,0.0,1.0,,,,0.0,0.0,,,-1.0,
76.458755,,,,,,,,,,,-0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.020167999999998187,,,,,,,,,,,,,,,,,,,,,,,0.0,,
76.45898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
76.458755,,0.0,-0.0,12.6,,,,-1.0,0.19091796875,,,0.0,0.0,-1.0,,0.051921844482421875,,0.0,,-9.847630946786246,0.0,1.0,,,0.006962999999998942,0.0,,,,,,0.0,,-9.182740237500001,0.0,0.0,0.0,0.0,6.575710827658,-1.0,0.345458984375,0.0,,89.0,0.0,,0.24758401313798087,,,,,0.463623046875,,0.34775054454803467,0.0,,0.0,,0.0,93.0,,0.0,,0.0,1.0,,,,0.0,0.0,,,-1.0,
76.478908,,,,,,,,,,,-0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.020153000000007637,,,,,,,,,,,,,,,,,,,,,,,0.0,,
76.479137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
76.478908,,0.0,-0.0,12.6,,,,-1.0,0.19091796875,,,0.0,0.0,-1.0,,0.051921844482421875,,0.0,,-9.847630946786246,0.0,1.0,,,0.006866000000002259,0.0,,,,,,0.0,,-9.228516599999999,0.0,0.0,0.0,0.0,6.575710827658,-1.0,0.345458984375,0.0,,135.0,0.0,,0.24931593870574645,,,,,0.463623046875,,0.34360507130622864,0.0,,0.0,,0.0,93.0,,0.0,,0.0,1.0,,,,0.0,0.0,,,-1.0,
