TIME,Shooter Actual RPM,Right Intern Moter Current,Drivetrain Left Wheel Actual Speed,Battery Voltage,Distance Sensor Raw Voltage,Hopper Spark Left Current,roboRIO JVM Memory Load,Climber Lower Limit Switch,Color Sensor Blue Intensity,Shooter Desired RPM,Driver FwdRev Command,Drivetrain Left Wheel Desired Speed,Rotate to Color,Color Needed,Shooter State Command,Raspberry Pi Duration,Right Climber Current,Pneumatics Compressor Current,Hopper Spark Left Cmd,Raspberry Pi Angle,Climber Input Command,Raspberry Pi Stable Target,Hopper Spark Right Cmd,Driver Snail Mode Command,Main Loop Process Duration,Left Climber Current,botDesPoseY,roboRIO CPU Load,botDesPoseX,Distance Sensor Available,botDesPoseT,Left Intern Moter Current,Intake Motor Current,Pneumatics Main System Pressure,Drivetrain Heading Correction Command,Left Master Moter Current,Pneumatics Cutoff Switch State,Drivetrain Right Motor Output Duty Cycle,Raspberry Pi Framerate,Color Sensor Match Color,Color Sensor Red Intensity,Panel 3.25 spin,Hopper Spark Right Current,Dataserver File Logger Queue Length,Drivetrain Right Wheel Desired Speed,Driver Auto Align Command,DT_Pose_Angle,Intake Speed State,Main Loop Call Period,Shooter Motor 1 Current,Shooter Motor 2 Current,Color Sensor Green Intensity,roboRIO Sys Memory Load,Robot CAN Bus Utilization,Right Master Moter Current,Distance Sensor Distance,Climber Motor Command,Photon Cannon State,Robot Brownout,Dataserver Stored Samples,Shooter Under Load,Drivetrain Right Wheel Actual Speed,botActPoseT,Drivetrain Desired Heading,Raspberry Pi Visible Target,botActPoseX,botActPoseY,Intake Position State,Battery Current Draw,Drivetrain Left Motor output Duty Cycle,Shooter Control Mode,Driver Rotate Command,Climber Upper Limit Switch,
sec,RPM,Amps,RPM,V,V,Amp,Pct,boolean,intensity,RPM,cmd,RPM,degrees,Color,state,sec,Amp,A,Cmd,deg,cmd,boolean,Cmd,bool,sec,Amp,ft,Pct,ft,bool,deg,Amps,A,psi,RPM,Amps,bool,pct,fps,color,intensity,degrees,Amp,count,RPM,bool,deg,state,sec,A,A,intensity,Pct,pct,Amps,in,cmd,bool,bool,count,boolean,RPM,deg,deg,boolean,ft,ft,state,A,pct,state,cmd,boolean,
162.031171,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,-9.228516599999999,,,0.0,,,,,,,,,,,,0.009417000000013331,,,,,,,,,,,,,,,,,,,,,,,,,
162.031658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
162.031171,,30.625,11.428571701049805,12.35,,,,-1.0,0.188232421875,,,38.03747172036699,0.0,-1.0,,0.04628705978393555,,,,-20.9478276241092,0.0,1.0,,,0.021258999999986372,3.0,,,,,,29.0,,,-0.03032113125765079,27.0625,,0.16501358151435852,6.5819228367067035,-1.0,0.34716796875,0.0,,333.0,37.976829457851686,,92.15526089998265,,,,,0.464599609375,,0.3955387771129608,31.90625,,0.0,,0.0,22.0,,10.285714149475098,,92.124939768725,1.0,,,,14.625,0.29099398851394653,,,-1.0,
162.054967,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,-9.228516599999999,,,0.0,,,,,,,,,,,,0.02379600000000437,,,,,,,,,,,,,,,,,,,,,,,,,
162.05537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
162.054967,,0.0,24.571430206298828,12.5,,,,-1.0,0.188232421875,,,42.814498197754084,0.0,-1.0,,0.04628705978393555,,,,-20.9478276241092,0.0,1.0,,,0.03660500000000866,4.5,,,,,,16.03125,,,-0.05645378500612708,17.15625,,0.1579027622938156,6.5819228367067035,-1.0,0.34716796875,0.0,,317.0,42.70159062774183,,92.18139355373113,,,,,0.464599609375,,0.3133733570575714,20.84375,,0.0,,0.0,18.0,,24.0,,92.124939768725,1.0,,,,20.25,0.15494246780872345,,,-1.0,
162.096389,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,-9.228516599999999,,,0.0,,,,,,,,,,,,0.04142199999998297,,,,,,,,,,,,,,,,,,,,,,,,,
162.097147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
162.096389,,13.1875,24.571430206298828,12.5,,,,-1.0,0.187744140625,,,52.315396954115705,0.0,-1.0,,0.04628705978393555,,,,-20.9478276241092,0.0,1.0,,,0.009023000000013326,4.5,,,,,,16.03125,,,-0.05556489409036658,17.15625,,0.19547104835510254,6.5819228367067035,-1.0,0.348876953125,0.0,,331.0,52.20426716593497,,92.18050466281537,,,,,0.46337890625,,0.3453425168991089,11.375,,0.0,,0.0,20.0,,31.428571701049805,,92.124939768725,1.0,,,,20.25,0.12289803475141525,,,-1.0,
162.110296,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,-9.274292962499999,,,0.0,,,,,,,,,,,,0.013907000000017433,,,,,,,,,,,,,,,,,,,,,,,,,
162.111224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
162.110296,,14.03125,32.0,12.6,,,,-1.0,0.187744140625,,,57.06036964669212,0.0,-1.0,,0.04628705978393555,,,,-20.9478276241092,0.0,1.0,,,0.010350999999985788,4.5,,,,,,13.9375,,,-0.04964376302810081,15.25,,0.22644734382629395,6.5819228367067035,-1.0,0.348876953125,0.0,,327.0,56.96108212063592,,92.1745835317531,,,,,0.46337890625,,0.33081334829330444,11.375,,0.0,,0.0,22.0,,31.428571701049805,,92.124939768725,1.0,,,,20.25,0.3151036202907562,,,-1.0,
162.122596,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,-9.228516599999999,,,0.0,,,,,,,,,,,,0.012299999999981992,,,,,,,,,,,,,,,,,,,,,,,,,
162.122919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
162.122596,,14.03125,32.0,12.6,,,,-1.0,0.187744140625,,,61.82784549291914,0.0,-1.0,,0.04628705978393555,,,,-20.9478276241092,0.0,1.0,,,0.005684000000002243,4.5,,,,,,21.25,,,-0.06622578561662351,15.25,,0.22644734382629395,6.5819228367067035,-1.0,0.348876953125,0.0,,327.0,61.69539392168589,,92.19116555434162,,,,,0.46337890625,,0.3806840479373932,23.71875,,0.0,,0.0,24.0,,31.428571701049805,,92.124939768725,1.0,,,,20.25,0.22388379275798798,,,-1.0,
162.129457,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,-9.228516599999999,,,0.0,,,,,,,,,,,,0.006861000000014883,,,,,,,,,,,,,,,,,,,,,,,,,
162.12986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
162.129457,,14.03125,41.142860412597656,12.6,,,,-1.0,0.187744140625,,,61.84633529956139,0.0,-1.0,,0.04628705978393555,,,,-20.9478276241092,0.0,1.0,,,0.007330999999993537,4.5,,,,,,21.25,,,-0.08471559225887404,0.0,,0.22644734382629395,6.5819228367067035,-1.0,0.348876953125,0.0,,369.0,61.67690411504364,,92.20965536098387,,,,,0.46337890625,,0.395480215549469,23.71875,,0.0,,0.0,26.0,,31.428571701049805,,92.124939768725,1.0,,,,20.25,0.16904202103614807,,,-1.0,
162.138232,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,-9.091187512499998,,,0.0,,,,,,,,,,,,0.008774999999985766,,,,,,,,,,,,,,,,,,,,,,,,,
162.13926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
162.138232,,20.4375,41.142860412597656,12.4,,,,-1.0,0.187744140625,,,61.84557312200339,0.0,-1.0,,0.04628705978393555,,,,-20.9478276241092,0.0,1.0,,,0.007671000000016193,4.5,,,,,,21.25,,,-0.08395341470087203,0.0,,0.24359874427318573,6.5819228367067035,-1.0,0.348876953125,0.0,,387.0,61.67766629260164,,92.20889318342587,,,,,0.46337890625,,0.32300108671188354,23.84375,,0.0,,0.0,28.0,,41.14285659790039,,92.124939768725,1.0,,,,20.25,0.16904202103614807,,,-1.0,
162.147075,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,-9.228516599999999,,,0.0,,,,,,,,,,,,0.008843000000013035,,,,,,,,,,,,,,,,,,,,,,,,,
162.14741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
162.147075,,20.4375,41.142860412597656,12.4,,,,-1.0,0.187744140625,,,66.59292044823071,0.0,-1.0,,0.04628705978393555,,,,-20.9478276241092,0.0,1.0,,,0.006033999999999651,4.5,,,,,,16.125,,,-0.08040691728939464,24.6875,,0.24359874427318573,6.5819228367067035,-1.0,0.348876953125,0.0,,410.0,66.43210661365192,,92.2053466860144,,,,,0.46337890625,,0.36385107040405273,23.84375,,0.0,,0.0,30.0,,41.14285659790039,,92.124939768725,1.0,,,,13.375,0.24466688930988312,,,-1.0,
162.154992,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,-9.228516599999999,,,0.0,,,,,,,,,,,,0.007916999999991958,,,,,,,,,,,,,,,,,,,,,,,,,
162.155378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
162.154992,,13.90625,41.142860412597656,12.4,,,,-1.0,0.187744140625,,,66.59518765472644,0.0,-1.0,,0.05895256996154785,,,,-20.938091787308615,0.0,1.0,,,0.006140000000016244,4.5,,,,,,16.125,,,-0.08267412378512518,24.6875,,0.28125858306884766,6.518187907260089,-1.0,0.348876953125,0.0,,415.0,66.4298394071562,,92.20761389251012,,,,,0.46337890625,,0.4009722173213959,23.84375,,0.0,,0.0,32.0,,41.14285659790039,,92.124939768725,1.0,,,,13.375,0.32828760147094727,,,-1.0,
162.162247,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,-9.228516599999999,,,0.0,,,,,,,,,,,,0.007255000000014888,,,,,,,,,,,,,,,,,,,,,,,,,
162.162914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
162.162247,,13.90625,41.142860412597656,12.3,,,,-1.0,0.187744140625,,,71.36593920500728,0.0,-1.0,,0.05895256996154785,,,,-20.938091787308615,0.0,1.0,,,0.0059259999999881074,3.0,,,,,,17.375,,,-0.10253185042736845,24.6875,,0.28125858306884766,6.518187907260089,-1.0,0.348876953125,0.0,,452.0,71.16087550415254,,92.22747161915237,,,,,0.46337890625,,0.35770049691200256,20.625,,0.0,,0.0,30.0,,53.71428298950195,,92.124939768725,1.0,,,,13.375,0.21054719388484955,,,-1.0,
162.175784,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,-9.228516599999999,,,0.0,,,,,,,,,,,,0.013536999999985255,,,,,,,,,,,,,,,,,,,,,,,,,
162.176508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
