TIME,Shooter Actual RPM,Right Intern Moter Current,Drivetrain Left Wheel Actual Speed,Battery Voltage,Distance Sensor Raw Voltage,Hopper Spark Left Current,roboRIO JVM Memory Load,Climber Lower Limit Switch,Color Sensor Blue Intensity,Shooter Desired RPM,Driver FwdRev Command,Drivetrain Left Wheel Desired Speed,Rotate to Color,Color Needed,Shooter State Command,Raspberry Pi Duration,Right Climber Current,Pneumatics Compressor Current,Hopper Spark Left Cmd,Raspberry Pi Angle,Climber Input Command,Raspberry Pi Stable Target,Hopper Spark Right Cmd,Driver Snail Mode Command,Main Loop Process Duration,Left Climber Current,botDesPoseY,roboRIO CPU Load,botDesPoseX,Distance Sensor Available,Drivetrain Op Mode,botDesPoseT,Left Intern Moter Current,Intake Motor Current,Pneumatics Main System Pressure,Drivetrain Heading Correction Command,Left Master Moter Current,Pneumatics Cutoff Switch State,Drivetrain Right Motor Output Duty Cycle,Raspberry Pi Framerate,Color Sensor Match Color,Color Sensor Red Intensity,Panel 3.25 spin,Hopper Spark Right Current,Dataserver File Logger Queue Length,Drivetrain Right Wheel Desired Speed,Driver Auto Align Command,DT_Pose_Angle,Intake Speed State,Main Loop Call Period,Shooter Motor 1 Current,Shooter Motor 2 Current,Color Sensor Green Intensity,roboRIO Sys Memory Load,Robot CAN Bus Utilization,Right Master Moter Current,Distance Sensor Distance,Climber Motor Command,Photon Cannon State,Robot Brownout,Dataserver Stored Samples,Shooter Under Load,Drivetrain Right Wheel Actual Speed,botActPoseT,Drivetrain Desired Heading,Raspberry Pi Visible Target,botActPoseX,botActPoseY,Intake Position State,Battery Current Draw,Drivetrain Left Motor output Duty Cycle,Shooter Control Mode,Driver Rotate Command,Climber Upper Limit Switch,
sec,RPM,Amps,RPM,V,V,Amp,Pct,boolean,intensity,RPM,cmd,RPM,degrees,Color,state,sec,Amp,A,Cmd,deg,cmd,boolean,Cmd,bool,sec,Amp,ft,Pct,ft,bool,mode,deg,Amps,A,psi,RPM,Amps,bool,pct,fps,color,intensity,degrees,Amp,count,RPM,bool,deg,state,sec,A,A,intensity,Pct,pct,Amps,in,cmd,bool,bool,count,boolean,RPM,deg,deg,boolean,ft,ft,state,A,pct,state,cmd,boolean,
62.823393,,,,,,,,,,,-0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.01997400000000482,,,,,,,,,,,,,,,,,,,,,,,0.0,,
62.823589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
62.823393,,0.0,-0.0,12.55,,,,-1.0,0.300048828125,,,0.0,0.0,-1.0,,0.06583666801452637,,0.0,,-20.61908264897816,0.0,1.0,,,0.004925000000000068,0.0,,,,,0.0,,0.0,,-9.182740237500001,0.0,0.0,0.0,0.0,6.509215288253223,-1.0,0.300048828125,0.0,,185.0,0.0,,-0.2754195934555202,,,,,0.39990234375,,0.3240763545036316,0.0,,0.0,,0.0,130.0,,0.0,,0.0,1.0,,,,0.0,0.0,,,-1.0,
62.84355699999999,,,,,,,,,,,-0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.020163999999994076,,,,,,,,,,,,,,,,,,,,,,,0.0,,
62.843754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
62.84355699999999,,0.0,-0.0,12.55,,,,-1.0,0.300048828125,,,0.0,0.0,-1.0,,0.06583666801452637,,0.0,,-20.61908264897816,0.0,1.0,,,0.0052170000000018035,0.0,,,,,0.0,,0.0,,-9.182740237500001,0.0,0.0,0.0,0.0,6.509215288253223,-1.0,0.300048828125,0.0,,232.0,0.0,,-0.27443076543354217,,,,,0.39990234375,,0.3284403681755066,0.0,,0.0,,0.0,140.0,,0.0,,0.0,1.0,,,,0.0,0.0,,,-1.0,
62.863483,,,,,,,,,,,-0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.019926000000005217,,,,,,,,,,,,,,,,,,,,,,,0.0,,
62.863676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
62.863483,,0.0,-0.0,12.55,,,,-1.0,0.300048828125,,,0.0,0.0,-1.0,,0.05019688606262207,,0.0,,-20.68929299475202,0.0,1.0,,,0.00467700000000093,0.0,,,,,0.0,,0.0,,-9.182740237500001,0.0,0.0,0.0,0.0,5.9153770321175765,-1.0,0.300048828125,0.0,,44.0,0.0,,-0.2746632415019182,,,,,0.39990234375,,0.3233889043331146,0.0,,0.0,,0.0,150.0,,0.0,,0.0,1.0,,,,0.0,0.0,,,-1.0,
62.885716,,,,,,,,,,,-0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.022232999999999947,,,,,,,,,,,,,,,,,,,,,,,0.0,,
62.885914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
62.885716,,0.0,-0.0,12.6,,,,-1.0,0.300048828125,,,0.0,0.0,-1.0,,0.05019688606262207,,0.0,,-20.68929299475202,0.0,1.0,,,0.012817999999995777,0.0,,,,,0.0,,0.0,,-9.182740237500001,0.0,0.0,0.0,0.0,5.9153770321175765,-1.0,0.300048828125,0.0,,91.0,0.0,,-0.2756974389500256,,,,,0.39990234375,,0.310166597366333,0.0,,0.0,,0.0,110.0,,0.0,,0.0,1.0,,,,0.0,0.0,,,-1.0,
62.903377,,,,,,,,,,,-0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.017660999999996818,,,,,,,,,,,,,,,,,,,,,,,0.0,,
62.903585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
62.903377,,0.0,-0.0,12.6,,,,-1.0,0.300048828125,,,0.0,0.0,-1.0,,0.05019688606262207,,0.0,,-20.68929299475202,0.0,1.0,,,0.005046999999997581,0.0,,,,,0.0,,0.0,,-9.182740237500001,0.0,0.0,0.0,0.0,5.9153770321175765,-1.0,0.300048828125,0.0,,138.0,0.0,,-0.2753534079610146,,,,,0.39990234375,,0.42532095313072205,0.0,,0.0,,0.0,120.0,,0.0,,0.0,1.0,,,,0.0,0.0,,,-1.0,
62.923484,,,,,,,,,,,-0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.020107000000002984,,,,,,,,,,,,,,,,,,,,,,,0.0,,
62.923968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
62.923484,,0.0,-0.0,12.6,,,,-1.0,0.272705078125,,,0.0,0.0,-1.0,,0.05019688606262207,,0.0,,-20.68929299475202,0.0,1.0,,,0.004726999999995485,0.0,,,,,0.0,,0.0,,-9.228516599999999,0.0,0.0,0.0,0.0,5.9153770321175765,-1.0,0.272705078125,0.0,,185.0,0.0,,-0.2756543256166923,,,,,0.45458984375,,0.32862332463264465,0.0,,0.0,,0.0,130.0,,0.0,,0.0,1.0,,,,0.0,0.0,,,-1.0,
62.943468,,,,,,,,,,,-0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.01998400000000089,,,,,,,,,,,,,,,,,,,,,,,0.0,,
62.943659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
62.943468,,0.0,-0.0,12.6,,,,-1.0,0.272705078125,,,0.0,0.0,-1.0,,0.05019688606262207,,0.0,,-20.68929299475202,0.0,1.0,,,0.004467999999995698,0.0,,,,,0.0,,0.0,,-9.136963875,0.0,0.0,0.0,0.0,5.9153770321175765,-1.0,0.272705078125,0.0,,232.0,0.0,,-0.27566276306479975,,,,,0.45458984375,,0.33578380942344666,0.0,,0.0,,0.0,140.0,,0.0,,0.0,1.0,,,,0.0,0.0,,,-1.0,
62.963468,,,,,,,,,,,-0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.01999999999999602,,,,,,,,,,,,,,,,,,,,,,,0.0,,
62.963663000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
62.963468,,0.0,-0.0,12.6,,,,-1.0,0.272705078125,,,0.0,0.0,-1.0,,0.05019688606262207,,0.0,,-20.68929299475202,0.0,1.0,,,0.009083000000003949,0.0,,,,,0.0,,0.0,,-9.182740237500001,0.0,0.0,0.0,0.0,5.9153770321175765,-1.0,0.272705078125,0.0,,28.0,0.0,,-0.27731198322352996,,,,,0.45458984375,,0.33811458945274353,0.0,,0.0,,0.0,150.0,,0.0,,0.0,1.0,,,,0.0,0.0,,,-1.0,
62.98348800000001,,,,,,,,,,,-0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.02002000000000237,,,,,,,,,,,,,,,,,,,,,,,0.0,,
62.98368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
62.98348800000001,,0.0,-0.0,12.6,,,,-1.0,0.272705078125,,,0.0,0.0,-1.0,,0.05019688606262207,,0.0,,-20.68929299475202,0.0,1.0,,,0.004759999999997433,0.0,,,,,0.0,,0.0,,-9.182740237500001,0.0,0.0,0.0,0.0,5.9153770321175765,-1.0,0.272705078125,0.0,,75.0,0.0,,-0.2767139070208437,,,,,0.45458984375,,0.3415721654891968,0.0,,0.0,,0.0,110.0,,0.0,,0.0,1.0,,,,0.0,0.0,,,-1.0,
63.003406999999996,,,,,,,,,,,-0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.019919000000001574,,,,,,,,,,,,,,,,,,,,,,,0.0,,
63.003614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
63.003406999999996,,0.0,-0.0,12.6,,,,-1.0,0.272705078125,,,0.0,0.0,-1.0,,0.04912233352661133,,0.0,,-20.658943956021524,0.0,1.0,,,0.0047919999999948,0.0,,,,,0.0,,0.0,,-9.182740237500001,0.0,0.0,0.0,0.0,7.059489646327362,-1.0,0.272705078125,0.0,,122.0,0.0,,-0.27640907081815747,,,,,0.45458984375,,0.33817780017852783,0.0,,0.0,,0.0,120.0,,0.0,,0.0,1.0,,,,0.0,0.0,,,-1.0,
63.023559,,,,,,,,,,,-0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.02015199999999595,,,,,,,,,,,,,,,,,,,,,,,0.0,,
63.023744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
63.023559,,0.0,-0.0,12.6,,,,-1.0,0.272705078125,,,0.0,0.0,-1.0,,0.04912233352661133,,0.0,,-20.658943956021524,0.0,1.0,,,0.004711999999997829,0.0,,,,,0.0,,0.0,,-9.182740237500001,0.0,0.0,0.0,0.0,7.059489646327362,-1.0,0.272705078125,0.0,,169.0,0.0,,-0.2758110587058253,,,,,0.45458984375,,0.3218928873538971,0.0,,0.0,,0.0,130.0,,0.0,,0.0,1.0,,,,0.0,0.0,,,-1.0,
63.043402,,,,,,,,,,,-0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.01984300000000161,,,,,,,,,,,,,,,,,,,,,,,0.0,,
63.043574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
63.043402,,0.0,-0.0,12.55,,,,-1.0,0.272705078125,,,0.0,0.0,-1.0,,0.04912233352661133,,0.0,,-20.658943956021524,0.0,1.0,,,0.004849000000000103,0.0,,,,,0.0,,0.0,,-9.274292962499999,0.0,0.0,0.0,0.0,7.059489646327362,-1.0,0.272705078125,0.0,,216.0,0.0,,-0.2771580495605262,,,,,0.45458984375,,0.3243405520915985,0.0,,0.0,,0.0,140.0,,0.0,,0.0,1.0,,,,0.0,0.0,,,-1.0,
63.063386,,,,,,,,,,,-0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.01998400000000089,,,,,,,,,,,,,,,,,,,,,,,0.0,,
63.063583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
63.063386,,0.0,-0.0,12.6,,,,-1.0,0.272705078125,,,0.0,0.0,-1.0,,0.04912233352661133,,0.0,,-20.658943956021524,0.0,1.0,,,0.0071229999999999905,0.0,,,,,0.0,,0.0,,-9.136963875,0.0,0.0,0.0,0.0,7.059489646327362,-1.0,0.272705078125,0.0,,130.0,0.0,,-0.27621809335784003,,,,,0.45458984375,,0.27952542901039124,0.0,,0.0,,0.0,150.0,,0.0,,0.0,1.0,,,,0.0,0.0,,,-1.0,
63.083417,,,,,,,,,,,-0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.020030999999995913,,,,,,,,,,,,,,,,,,,,,,,0.0,,
63.083587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
63.083417,,0.0,-0.0,12.6,,,,-1.0,0.272705078125,,,0.0,0.0,-1.0,,0.04912233352661133,,0.0,,-20.658943956021524,0.0,1.0,,,0.005048999999999637,0.0,,,,,0.0,,0.0,,-9.182740237500001,0.0,0.0,0.0,0.0,7.059489646327362,-1.0,0.272705078125,0.0,,44.0,0.0,,-0.2796267130647998,,,,,0.45458984375,,0.40752699971199036,0.0,,0.0,,0.0,110.0,,0.0,,0.0,1.0,,,,0.0,0.0,,,-1.0,
63.103378,,,,,,,,,,,-0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.019961000000002116,,,,,,,,,,,,,,,,,,,,,,,0.0,,
63.103565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
63.103378,,0.0,-0.0,12.6,,,,-1.0,0.272705078125,,,0.0,0.0,-1.0,,0.04912233352661133,,0.0,,-20.658943956021524,0.0,1.0,,,0.004921000000003062,0.0,,,,,0.0,,0.0,,-9.182740237500001,0.0,0.0,0.0,0.0,7.059489646327362,-1.0,0.272705078125,0.0,,91.0,0.0,,-0.2793709009524678,,,,,0.45458984375,,0.3474336862564087,0.0,,0.0,,0.0,120.0,,0.0,,0.0,1.0,,,,0.0,0.0,,,-1.0,
63.12340999999999,,,,,,,,,,,-0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.020032000000000494,,,,,,,,,,,,,,,,,,,,,,,0.0,,
63.123584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
63.12340999999999,,0.0,-0.0,12.6,,,,-1.0,0.300048828125,,,0.0,0.0,-1.0,,0.04912233352661133,,0.0,,-20.658943956021524,0.0,1.0,,,0.004538000000003706,0.0,,,,,0.0,,0.0,,-9.182740237500001,0.0,0.0,0.0,0.0,7.059489646327362,-1.0,0.300048828125,0.0,,138.0,0.0,,-0.27900787589752285,,,,,0.39990234375,,0.3391139805316925,0.0,,0.0,,0.0,130.0,,0.0,,0.0,1.0,,,,0.0,0.0,,,-1.0,
63.14337200000001,,,,,,,,,,,-0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.01996199999999959,,,,,,,,,,,,,,,,,,,,,,,0.0,,
63.143549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
63.14337200000001,,0.0,-0.0,12.6,,,,-1.0,0.300048828125,,,0.0,0.0,-1.0,,0.04912233352661133,,0.0,,-20.658943956021524,0.0,1.0,,,0.005105000000000359,0.0,,,,,0.0,,0.0,,-9.182740237500001,0.0,0.0,0.0,0.0,7.059489646327362,-1.0,0.300048828125,0.0,,185.0,0.0,,-0.2790449996948366,,,,,0.39990234375,,0.33567148447036743,0.0,,0.0,,0.0,140.0,,0.0,,0.0,1.0,,,,0.0,0.0,,,-1.0,
63.163388,,,,,,,,,,,-0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.020015999999998257,,,,,,,,,,,,,,,,,,,,,,,0.0,,
63.16358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
63.163388,,0.0,-0.0,12.6,,,,-1.0,0.300048828125,,,0.0,0.0,-1.0,,0.04937911033630371,,0.0,,-20.65825243434071,0.0,1.0,,,0.004661000000005799,0.0,,,,,0.0,,0.0,,-9.136963875,0.0,0.0,0.0,0.0,6.56175092497712,-1.0,0.300048828125,0.0,,232.0,0.0,,-0.27727437940179633,,,,,0.39990234375,,0.3177684545516968,0.0,,0.0,,0.0,150.0,,0.0,,0.0,1.0,,,,0.0,0.0,,,-1.0,
63.184505,,,,,,,,,,,-0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.021117000000003827,,,,,,,,,,,,,,,,,,,,,,,0.0,,
63.184689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
63.184505,,0.0,-0.0,12.6,,,,-1.0,0.300048828125,,,0.0,0.0,-1.0,,0.04937911033630371,,0.0,,-20.65825243434071,0.0,1.0,,,0.01844899999999683,0.0,,,,,0.0,,0.0,,-9.182740237500001,0.0,0.0,0.0,0.0,6.56175092497712,-1.0,0.300048828125,0.0,,28.0,0.0,,-0.27801575275954965,,,,,0.39990234375,,0.3190843164920807,0.0,,0.0,,0.0,110.0,,0.0,,0.0,1.0,,,,0.0,0.0,,,-1.0,
63.2039,,,,,,,,,,,-0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.019394999999995832,,,,,,,,,,,,,,,,,,,,,,,0.0,,
63.204063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
63.2039,,0.0,-0.0,12.6,,,76.35343786064628,-1.0,0.272705078125,,,0.0,0.0,-1.0,,0.04937911033630371,,0.0,,-20.65825243434071,0.0,1.0,,,0.09128600000000375,0.0,,77.0,,,1.0,,0.0,,-9.182740237500001,0.0,0.0,0.0,0.0,6.56175092497712,-1.0,0.272705078125,0.0,,78.0,0.0,,-0.283770883772981,,,,,0.45458984375,95.0,0.31523388624191284,0.0,,0.0,,0.0,70.0,,0.0,,0.0,1.0,,,,0.0,0.0,,,-1.0,
63.328406,,,,,,,,,,,-0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.12450600000000378,,,,,,,,,,,,,,,,,,,,,,,0.0,,
63.328782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
63.328406,,0.0,-0.0,12.6,,,,-1.0,0.272705078125,,,0.0,0.0,-1.0,,0.04932427406311035,,0.0,,-20.670854167853644,0.0,1.0,,,0.007342000000001292,0.0,,,,,1.0,,0.0,,-9.182740237500001,0.0,0.0,0.0,0.0,6.5389180854861815,-1.0,0.272705078125,0.0,,44.0,0.0,,-0.28202799842499565,,,,,0.45458984375,,0.3270378112792969,0.0,,0.0,,0.0,80.0,,0.0,,0.0,1.0,,,,0.0,0.0,,,-1.0,
63.337847,,,,,,,,,,,-0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.00944099999999537,,,,,,,,,,,,,,,,,,,,,,,0.0,,
63.338475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
63.337847,,0.0,-0.0,12.6,,,,-1.0,0.272705078125,,,0.0,0.0,-1.0,,0.04932427406311035,,0.0,,-20.670854167853644,0.0,1.0,,,0.0071120000000064465,0.0,,,,,1.0,,0.0,,-9.182740237500001,0.0,0.0,0.0,0.0,6.5389180854861815,-1.0,0.272705078125,0.0,,91.0,0.0,,-0.2829165074848248,,,,,0.45458984375,,0.36428341269493103,0.0,,0.0,,0.0,90.0,,0.0,,0.0,1.0,,,,0.0,0.0,,,-1.0,
63.347713,,,,,,,,,,,-0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.009866000000002373,,,,,,,,,,,,,,,,,,,,,,,0.0,,
63.348153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
63.347713,,0.0,-0.0,12.6,,,,-1.0,0.272705078125,,,0.0,0.0,-1.0,,0.04932427406311035,,0.0,,-20.670854167853644,0.0,1.0,,,0.006694000000003086,0.0,,,,,1.0,,0.0,,-9.182740237500001,0.0,0.0,0.0,0.0,6.5389180854861815,-1.0,0.272705078125,0.0,,138.0,0.0,,-0.2828471781319554,,,,,0.45458984375,,0.3509737551212311,0.0,,0.0,,0.0,100.0,,0.0,,0.0,1.0,,,,0.0,0.0,,,-1.0,
63.357026,,,,,,,,,,,-0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.009312999999998794,,,,,,,,,,,,,,,,,,,,,,,0.0,,
63.35743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
63.357026,,0.0,-0.0,12.6,,,,-1.0,0.272705078125,,,0.0,0.0,-1.0,,0.04932427406311035,,0.0,,-20.670854167853644,0.0,1.0,,,0.005963000000001273,0.0,,,,,1.0,,0.0,,-9.182740237500001,0.0,0.0,0.0,0.0,6.5389180854861815,-1.0,0.272705078125,0.0,,185.0,0.0,,-0.2828559912821385,,,,,0.45458984375,,0.32688722014427185,0.0,,0.0,,0.0,110.0,,0.0,,0.0,1.0,,,,0.0,0.0,,,-1.0,
63.365814,,,,,,,,,,,-0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.008788000000002683,,,,,,,,,,,,,,,,,,,,,,,0.0,,
63.366178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
63.365814,,0.0,-0.0,12.6,,,,-1.0,0.272705078125,,,0.0,0.0,-1.0,,0.04932427406311035,,0.0,,-20.670854167853644,0.0,1.0,,,0.006765000000001464,0.0,,,,,1.0,,0.0,,-9.091187512499998,0.0,0.0,0.0,0.0,6.5389180854861815,-1.0,0.272705078125,0.0,,232.0,0.0,,-0.28283554192926913,,,,,0.45458984375,,0.4550703465938568,0.0,,0.0,,0.0,120.0,,0.0,,0.0,1.0,,,,0.0,0.0,,,-1.0,
63.377045,,,,,,,,,,,-0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.011231000000002211,,,,,,,,,,,,,,,,,,,,,,,0.0,,
63.377391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
63.377045,,0.0,-0.0,12.55,,,,-1.0,0.272705078125,,,0.0,0.0,-1.0,,0.04932427406311035,,0.0,,-20.670854167853644,0.0,1.0,,,0.018170999999995274,0.0,,,,,1.0,,0.0,,-9.182740237500001,0.0,0.0,0.0,0.0,6.5389180854861815,-1.0,0.272705078125,0.0,,279.0,0.0,,-0.2827662284860457,,,,,0.45458984375,,0.3118199110031128,0.0,,0.0,,0.0,80.0,,0.0,,0.0,1.0,,,,0.0,0.0,,,-1.0,
63.398507,,,,,,,,,,,-0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.021461999999999648,,,,,,,,,,,,,,,,,,,,,,,0.0,,
63.398812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
63.398507,,0.0,-0.0,12.55,,,,-1.0,0.272705078125,,,0.0,0.0,-1.0,,0.04932427406311035,,0.0,,-20.670854167853644,0.0,1.0,,,0.0185509999999951,0.0,,,,,1.0,,0.0,,-9.182740237500001,0.0,0.0,0.0,0.0,6.5389180854861815,-1.0,0.272705078125,0.0,,10.0,0.0,,-0.2836829922833596,,,,,0.45458984375,,0.32652780413627625,0.0,,0.0,,0.0,90.0,,0.0,,0.0,1.0,,,,0.0,0.0,,,-1.0,
63.418199,,,,,,,,,,,-0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.019691999999999155,,,,,,,,,,,,,,,,,,,,,,,0.0,,
63.418379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
63.418199,,0.0,-0.0,12.55,,,,-1.0,0.272705078125,,,0.0,0.0,-1.0,,0.04932427406311035,,0.0,,-20.670854167853644,0.0,1.0,,,0.004550999999999306,0.0,,,,,1.0,,0.0,,-9.182740237500001,0.0,0.0,0.0,0.0,6.5389180854861815,-1.0,0.272705078125,0.0,,57.0,0.0,,-0.28463910313806046,,,,,0.45458984375,,0.4350729286670685,0.0,,0.0,,0.0,100.0,,0.0,,0.0,1.0,,,,0.0,0.0,,,-1.0,
63.423849,,,,,,,,,,,-0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.005649999999995714,,,,,,,,,,,,,,,,,,,,,,,0.0,,
63.424049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
63.423849,,0.0,-0.0,12.55,,,,-1.0,0.272705078125,,,0.0,0.0,-1.0,,0.04932427406311035,,0.0,,-20.670854167853644,0.0,1.0,,,0.004535000000004175,0.0,,,,,1.0,,0.0,,-9.182740237500001,0.0,0.0,0.0,0.0,6.5389180854861815,-1.0,0.272705078125,0.0,,104.0,0.0,,-0.28520543766797496,,,,,0.45458984375,,0.3933262228965759,0.0,,0.0,,0.0,110.0,,0.0,,0.0,1.0,,,,0.0,0.0,,,-1.0,
63.429531,,,,,,,,,,,-0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.005682000000000187,,,,,,,,,,,,,,,,,,,,,,,0.0,,
